"agency_cd.x","site_no.x","Date","X_00060_00003.x","X_00060_00003_cd.x","agency_cd.y","site_no.y","X_00060_00003.y","X_00060_00003_cd.y"
"USGS","02086849",2014-05-04,19,"A","USGS","0208675010",0.83,"A"
"USGS","02086849",2014-05-05,18.3,"A","USGS","0208675010",0.69,"A"
"USGS","02086849",2014-05-06,17.8,"A","USGS","0208675010",0.94,"A"
"USGS","02086849",2014-05-07,17.4,"A","USGS","0208675010",0.68,"A"
"USGS","02086849",2014-05-08,17.4,"A","USGS","0208675010",0.67,"A"
"USGS","02086849",2014-05-09,17.3,"A","USGS","0208675010",0.82,"A"
"USGS","02086849",2014-05-10,16.8,"A","USGS","0208675010",0.53,"A"
"USGS","02086849",2014-05-11,16,"A","USGS","0208675010",0.51,"A"
"USGS","02086849",2014-05-12,16.1,"A","USGS","0208675010",0.45,"A"
"USGS","02086849",2014-05-13,16,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-05-14,15.8,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-05-15,589,"A","USGS","0208675010",212,"A"
"USGS","02086849",2014-05-16,936,"A","USGS","0208675010",143,"A"
"USGS","02086849",2014-05-17,75.7,"A e","USGS","0208675010",6.39,"A"
"USGS","02086849",2014-05-18,19.6,"A e","USGS","0208675010",2.92,"A"
"USGS","02086849",2014-05-19,16.8,"A e","USGS","0208675010",1.63,"A"
"USGS","02086849",2014-05-20,16.8,"A e","USGS","0208675010",1.12,"A"
"USGS","02086849",2014-05-21,16.8,"A e","USGS","0208675010",0.85,"A"
"USGS","02086849",2014-05-22,16.8,"A e","USGS","0208675010",0.6,"A"
"USGS","02086849",2014-05-23,16,"A e","USGS","0208675010",0.51,"A"
"USGS","02086849",2014-05-24,16,"A e","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-05-25,16,"A e","USGS","0208675010",0.4,"A"
"USGS","02086849",2014-05-26,15,"A e","USGS","0208675010",0.35,"A"
"USGS","02086849",2014-05-27,22,"A e","USGS","0208675010",2.75,"A"
"USGS","02086849",2014-05-28,17,"A e","USGS","0208675010",0.75,"A"
"USGS","02086849",2014-05-29,17.8,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2014-05-30,16.2,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2014-05-31,16,"A","USGS","0208675010",0.35,"A"
"USGS","02086849",2014-06-01,15.3,"A","USGS","0208675010",0.32,"A"
"USGS","02086849",2014-06-02,15,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2014-06-03,22.7,"A","USGS","0208675010",2.03,"A"
"USGS","02086849",2014-06-04,44.6,"A","USGS","0208675010",5.13,"A"
"USGS","02086849",2014-06-05,20.7,"A","USGS","0208675010",0.63,"A"
"USGS","02086849",2014-06-06,15.4,"A","USGS","0208675010",0.31,"A"
"USGS","02086849",2014-06-07,14.7,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2014-06-08,14.5,"A","USGS","0208675010",0.25,"A"
"USGS","02086849",2014-06-09,16.5,"A","USGS","0208675010",0.84,"A"
"USGS","02086849",2014-06-10,21,"A","USGS","0208675010",1.77,"A"
"USGS","02086849",2014-06-11,121,"A","USGS","0208675010",23.1,"A"
"USGS","02086849",2014-06-12,41.1,"A","USGS","0208675010",2.63,"A"
"USGS","02086849",2014-06-13,52.2,"A","USGS","0208675010",1.03,"A"
"USGS","02086849",2014-06-14,30.7,"A","USGS","0208675010",0.62,"A"
"USGS","02086849",2014-06-15,17.8,"A","USGS","0208675010",0.41,"A"
"USGS","02086849",2014-06-16,16.4,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2014-06-17,15.8,"A","USGS","0208675010",0.22,"A"
"USGS","02086849",2014-06-18,15.3,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2014-06-19,84.6,"A","USGS","0208675010",18.3,"A"
"USGS","02086849",2014-06-20,31.7,"A","USGS","0208675010",1.58,"A"
"USGS","02086849",2014-06-21,22.8,"A","USGS","0208675010",1.93,"A"
"USGS","02086849",2014-06-22,15.9,"A","USGS","0208675010",0.33,"A"
"USGS","02086849",2014-06-23,15.3,"A","USGS","0208675010",0.25,"A"
"USGS","02086849",2014-06-24,14.6,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2014-06-25,14.6,"A","USGS","0208675010",0.21,"A"
"USGS","02086849",2014-06-26,15,"A","USGS","0208675010",0.18,"A"
"USGS","02086849",2014-06-27,56.9,"A","USGS","0208675010",34.2,"A"
"USGS","02086849",2014-06-28,16.9,"A","USGS","0208675010",0.83,"A"
"USGS","02086849",2014-06-29,14.4,"A","USGS","0208675010",0.36,"A"
"USGS","02086849",2014-06-30,14.1,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2014-07-01,14.3,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2014-07-02,13.6,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2014-07-03,13.2,"A","USGS","0208675010",0.13,"A"
"USGS","02086849",2014-07-04,15.6,"A","USGS","0208675010",0.4,"A"
"USGS","02086849",2014-07-05,12.4,"A","USGS","0208675010",0.11,"A"
"USGS","02086849",2014-07-06,12.3,"A","USGS","0208675010",0.09,"A"
"USGS","02086849",2014-07-07,12.8,"A","USGS","0208675010",0.08,"A"
"USGS","02086849",2014-07-08,13.1,"A","USGS","0208675010",0.06,"A"
"USGS","02086849",2014-07-09,12.5,"A","USGS","0208675010",0.04,"A"
"USGS","02086849",2014-07-10,14.4,"A","USGS","0208675010",1.51,"A"
"USGS","02086849",2014-07-11,16.3,"A","USGS","0208675010",0.73,"A"
"USGS","02086849",2014-07-12,13.7,"A","USGS","0208675010",0.14,"A"
"USGS","02086849",2014-07-13,13,"A","USGS","0208675010",0.06,"A"
"USGS","02086849",2014-07-14,12.6,"A","USGS","0208675010",0.04,"A"
"USGS","02086849",2014-07-15,278,"A","USGS","0208675010",71.6,"A"
"USGS","02086849",2014-07-16,68.1,"A","USGS","0208675010",8.5,"A"
"USGS","02086849",2014-07-17,21.4,"A","USGS","0208675010",1.18,"A"
"USGS","02086849",2014-07-18,16.5,"A","USGS","0208675010",0.68,"A"
"USGS","02086849",2014-07-19,14.4,"A","USGS","0208675010",0.54,"A"
"USGS","02086849",2014-07-20,14.5,"A","USGS","0208675010",0.8,"A"
"USGS","02086849",2014-07-21,250,"A","USGS","0208675010",31.4,"A"
"USGS","02086849",2014-07-22,36.1,"A","USGS","0208675010",3.52,"A"
"USGS","02086849",2014-07-23,20.4,"A","USGS","0208675010",1.15,"A"
"USGS","02086849",2014-07-24,81.1,"A","USGS","0208675010",11.3,"A"
"USGS","02086849",2014-07-25,79.1,"A","USGS","0208675010",5.51,"A"
"USGS","02086849",2014-07-26,22.7,"A","USGS","0208675010",1.09,"A"
"USGS","02086849",2014-07-27,74.5,"A","USGS","0208675010",16.7,"A"
"USGS","02086849",2014-07-28,27.2,"A","USGS","0208675010",2.4,"A"
"USGS","02086849",2014-07-29,17.3,"A","USGS","0208675010",0.71,"A"
"USGS","02086849",2014-07-30,15.8,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2014-07-31,18.3,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2014-08-01,290,"A","USGS","0208675010",85.8,"A"
"USGS","02086849",2014-08-02,89.5,"A","USGS","0208675010",13.2,"A"
"USGS","02086849",2014-08-03,31.8,"A","USGS","0208675010",2.75,"A"
"USGS","02086849",2014-08-04,21.5,"A","USGS","0208675010",1.18,"A"
"USGS","02086849",2014-08-05,18.2,"A","USGS","0208675010",0.77,"A"
"USGS","02086849",2014-08-06,16.3,"A","USGS","0208675010",0.56,"A"
"USGS","02086849",2014-08-07,15.7,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-08-08,14.9,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-08-09,68.6,"A","USGS","0208675010",13,"A"
"USGS","02086849",2014-08-10,146,"A","USGS","0208675010",16.4,"A"
"USGS","02086849",2014-08-11,27.3,"A","USGS","0208675010",3,"A"
"USGS","02086849",2014-08-12,318,"A","USGS","0208675010",130,"A"
"USGS","02086849",2014-08-13,228,"A","USGS","0208675010",32.7,"A"
"USGS","02086849",2014-08-14,42.3,"A","USGS","0208675010",3.27,"A"
"USGS","02086849",2014-08-15,28,"A","USGS","0208675010",1.33,"A"
"USGS","02086849",2014-08-16,22.6,"A","USGS","0208675010",0.89,"A"
"USGS","02086849",2014-08-17,20.5,"A","USGS","0208675010",0.74,"A"
"USGS","02086849",2014-08-18,109,"A","USGS","0208675010",11.7,"A"
"USGS","02086849",2014-08-19,63.5,"A","USGS","0208675010",3.8,"A"
"USGS","02086849",2014-08-20,45.1,"A","USGS","0208675010",7.72,"A"
"USGS","02086849",2014-08-21,30.5,"A","USGS","0208675010",1.36,"A"
"USGS","02086849",2014-08-22,19.6,"A","USGS","0208675010",0.66,"A"
"USGS","02086849",2014-08-23,32.1,"A","USGS","0208675010",6.62,"A"
"USGS","02086849",2014-08-24,23.5,"A","USGS","0208675010",1.91,"A"
"USGS","02086849",2014-08-25,18.5,"A","USGS","0208675010",0.76,"A"
"USGS","02086849",2014-08-26,17.2,"A","USGS","0208675010",0.6,"A"
"USGS","02086849",2014-08-27,16.6,"A","USGS","0208675010",0.54,"A"
"USGS","02086849",2014-08-28,16.5,"A","USGS","0208675010",0.45,"A"
"USGS","02086849",2014-08-29,16,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-08-30,15.7,"A","USGS","0208675010",0.44,"A"
"USGS","02086849",2014-08-31,15.3,"A","USGS","0208675010",0.46,"A"
"USGS","02086849",2014-09-01,16.1,"A","USGS","0208675010",0.46,"A"
"USGS","02086849",2014-09-02,15.3,"A","USGS","0208675010",0.42,"A"
"USGS","02086849",2014-09-03,15.8,"A","USGS","0208675010",3.9,"A"
"USGS","02086849",2014-09-04,34.1,"A","USGS","0208675010",4.2,"A"
"USGS","02086849",2014-09-05,23,"A","USGS","0208675010",2.16,"A"
"USGS","02086849",2014-09-06,17.1,"A","USGS","0208675010",0.71,"A"
"USGS","02086849",2014-09-07,16.1,"A","USGS","0208675010",0.51,"A"
"USGS","02086849",2014-09-08,49.2,"A","USGS","0208675010",6.93,"A"
"USGS","02086849",2014-09-09,53.1,"A","USGS","0208675010",6.28,"A"
"USGS","02086849",2014-09-10,30.6,"A","USGS","0208675010",1.06,"A"
"USGS","02086849",2014-09-11,28.9,"A","USGS","0208675010",0.88,"A"
"USGS","02086849",2014-09-12,31.4,"A","USGS","0208675010",2.83,"A"
"USGS","02086849",2014-09-13,18.7,"A","USGS","0208675010",0.71,"A"
"USGS","02086849",2014-09-14,17.6,"A","USGS","0208675010",0.51,"A"
"USGS","02086849",2014-09-15,17.3,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-09-16,17.7,"A","USGS","0208675010",0.39,"A"
"USGS","02086849",2014-09-17,18.3,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2014-09-18,17,"A","USGS","0208675010",0.33,"A"
"USGS","02086849",2014-09-19,16.2,"A","USGS","0208675010",0.29,"A"
"USGS","02086849",2014-09-20,17.1,"A","USGS","0208675010",0.3,"A"
"USGS","02086849",2014-09-21,17.2,"A","USGS","0208675010",0.33,"A"
"USGS","02086849",2014-09-22,16.3,"A","USGS","0208675010",0.32,"A"
"USGS","02086849",2014-09-23,15.7,"A","USGS","0208675010",0.34,"A"
"USGS","02086849",2014-09-24,269,"A","USGS","0208675010",67.1,"A"
"USGS","02086849",2014-09-25,95,"A","USGS","0208675010",11.8,"A"
"USGS","02086849",2014-09-26,22.5,"A","USGS","0208675010",1.66,"A"
"USGS","02086849",2014-09-27,17.2,"A","USGS","0208675010",0.81,"A"
"USGS","02086849",2014-09-28,15.1,"A","USGS","0208675010",0.6,"A"
"USGS","02086849",2014-09-29,16.5,"A","USGS","0208675010",2.69,"A"
"USGS","02086849",2014-09-30,20,"A","USGS","0208675010",2.02,"A"
"USGS","02086849",2014-10-01,14.5,"A","USGS","0208675010",0.7,"A"
"USGS","02086849",2014-10-02,13.7,"A","USGS","0208675010",0.49,"A"
"USGS","02086849",2014-10-03,13.5,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-10-04,13.2,"A","USGS","0208675010",0.48,"A"
"USGS","02086849",2014-10-05,12.7,"A","USGS","0208675010",0.53,"A"
"USGS","02086849",2014-10-06,13,"A","USGS","0208675010",0.47,"A"
"USGS","02086849",2014-10-07,13,"A","USGS","0208675010",0.45,"A"
"USGS","02086849",2014-10-08,12.8,"A","USGS","0208675010",0.58,"A"
"USGS","02086849",2014-10-09,12.4,"A","USGS","0208675010",0.49,"A"
"USGS","02086849",2014-10-10,13.8,"A","USGS","0208675010",1.8,"A"
"USGS","02086849",2014-10-11,38,"A","USGS","0208675010",2.49,"A"
"USGS","02086849",2014-10-12,15.5,"A","USGS","0208675010",0.56,"A"
"USGS","02086849",2014-10-13,14.6,"A","USGS","0208675010",0.67,"A"
"USGS","02086849",2014-10-14,47.6,"A","USGS","0208675010",5.04,"A"
"USGS","02086849",2014-10-15,127,"A","USGS","0208675010",36.4,"A"
"USGS","02086849",2014-10-16,27.7,"A","USGS","0208675010",3.43,"A"
"USGS","02086849",2014-10-17,18,"A","USGS","0208675010",1.03,"A"
"USGS","02086849",2014-10-18,15,"A","USGS","0208675010",0.51,"A"
"USGS","02086849",2014-10-19,14,"A","USGS","0208675010",0.46,"A"
"USGS","02086849",2014-10-20,14.8,"A","USGS","0208675010",0.52,"A"
"USGS","02086849",2014-10-21,14.8,"A","USGS","0208675010",0.37,"A"
"USGS","02086849",2014-10-22,13.4,"A","USGS","0208675010",0.31,"A"
"USGS","02086849",2014-10-23,13.2,"A","USGS","0208675010",0.37,"A"
"USGS","02086849",2014-10-24,13.2,"A","USGS","0208675010",0.35,"A"
"USGS","02086849",2014-10-25,13.5,"A","USGS","0208675010",0.25,"A"
"USGS","02086849",2014-10-26,13.4,"A","USGS","0208675010",0.26,"A"
"USGS","02086849",2014-10-27,13.3,"A","USGS","0208675010",0.35,"A"
"USGS","02086849",2014-10-28,13.3,"A","USGS","0208675010",0.24,"A"
"USGS","02086849",2014-10-29,13.8,"A","USGS","0208675010",0.22,"A"
"USGS","02086849",2014-10-30,17.8,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2014-10-31,13.9,"A","USGS","0208675010",0.19,"A"
"USGS","02086849",2014-11-01,40.8,"A","USGS","0208675010",5.41,"A"
"USGS","02086849",2014-11-02,16.5,"A","USGS","0208675010",0.63,"A"
"USGS","02086849",2014-11-03,13.7,"A","USGS","0208675010",0.22,"A"
"USGS","02086849",2014-11-04,13.6,"A","USGS","0208675010",0.28,"A"
"USGS","02086849",2014-11-05,13.4,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2014-11-06,21.2,"A","USGS","0208675010",3.22,"A"
"USGS","02086849",2014-11-07,33.8,"A","USGS","0208675010",2.88,"A"
"USGS","02086849",2014-11-08,15,"A","USGS","0208675010",0.44,"A"
"USGS","02086849",2014-11-09,14.2,"A","USGS","0208675010",0.23,"A"
"USGS","02086849",2014-11-10,13.5,"A","USGS","0208675010",0.17,"A"
"USGS","02086849",2014-11-11,14,"A","USGS","0208675010",0.13,"A"
"USGS","02086849",2014-11-12,13.5,"A","USGS","0208675010",0.14,"A"
"USGS","02086849",2014-11-13,12.9,"A","USGS","0208675010",0.21,"A"
"USGS","02086849",2014-11-14,13.5,"A","USGS","0208675010",0.23,"A"
"USGS","02086849",2014-11-15,13.6,"A","USGS","0208675010",0.22,"A"
"USGS","02086849",2014-11-16,13.8,"A","USGS","0208675010",0.15,"A"
"USGS","02086849",2014-11-17,34.8,"A","USGS","0208675010",3.69,"A"
"USGS","02086849",2014-11-18,19.7,"A","USGS","0208675010",0.96,"A"
"USGS","02086849",2014-11-19,14.1,"A","USGS","0208675010",0.31,"A"
"USGS","02086849",2014-11-20,13.5,"A","USGS","0208675010",0.29,"A"
"USGS","02086849",2014-11-21,13.4,"A","USGS","0208675010",0.22,"A"
"USGS","02086849",2014-11-22,13.1,"A","USGS","0208675010",0.2,"A"
"USGS","02086849",2014-11-23,13.7,"A","USGS","0208675010",3.7,"A"
"USGS","02086849",2014-11-24,87.9,"A","USGS","0208675010",10.7,"A"
"USGS","02086849",2014-11-25,20.6,"A","USGS","0208675010",1.07,"A"
"USGS","02086849",2014-11-26,371,"A","USGS","0208675010",98.5,"A"
"USGS","02086849",2014-11-27,61,"A","USGS","0208675010",5.79,"A"
"USGS","02086849",2014-11-28,30,"A","USGS","0208675010",2.08,"A"
"USGS","02086849",2014-11-29,20.2,"A","USGS","0208675010",0.94,"A"
"USGS","02086849",2014-11-30,17.4,"A","USGS","0208675010",0.61,"A"
"USGS","02086849",2014-12-01,16.6,"A","USGS","0208675010",0.49,"A"
"USGS","02086849",2014-12-02,16.5,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-12-03,15.9,"A","USGS","0208675010",0.41,"A"
"USGS","02086849",2014-12-04,15,"A","USGS","0208675010",0.48,"A"
"USGS","02086849",2014-12-05,14,"A","USGS","0208675010",0.34,"A"
"USGS","02086849",2014-12-06,15.2,"A","USGS","0208675010",0.52,"A"
"USGS","02086849",2014-12-07,16.4,"A","USGS","0208675010",0.74,"A"
"USGS","02086849",2014-12-08,14.3,"A","USGS","0208675010",0.48,"A"
"USGS","02086849",2014-12-09,80.7,"A","USGS","0208675010",16.4,"A"
"USGS","02086849",2014-12-10,47.5,"A","USGS","0208675010",4.76,"A"
"USGS","02086849",2014-12-11,22.2,"A","USGS","0208675010",1.31,"A"
"USGS","02086849",2014-12-12,18.4,"A","USGS","0208675010",0.74,"A"
"USGS","02086849",2014-12-13,17.2,"A","USGS","0208675010",0.7,"A"
"USGS","02086849",2014-12-14,16.5,"A","USGS","0208675010",0.45,"A"
"USGS","02086849",2014-12-15,15.5,"A","USGS","0208675010",0.43,"A"
"USGS","02086849",2014-12-16,38.5,"A","USGS","0208675010",4.4,"A"
"USGS","02086849",2014-12-17,24,"A","USGS","0208675010",1.8,"A"
"USGS","02086849",2014-12-18,18.5,"A","USGS","0208675010",0.7,"A"
"USGS","02086849",2014-12-19,16.1,"A","USGS","0208675010",0.94,"A"
"USGS","02086849",2014-12-20,16.9,"A","USGS","0208675010",0.8,"A"
"USGS","02086849",2014-12-21,15.8,"A","USGS","0208675010",0.71,"A"
"USGS","02086849",2014-12-22,53,"A","USGS","0208675010",7.84,"A"
"USGS","02086849",2014-12-23,28.4,"A","USGS","0208675010",4.59,"A"
"USGS","02086849",2014-12-24,514,"A","USGS","0208675010",133,"A"
"USGS","02086849",2014-12-25,105,"A","USGS","0208675010",7.9,"A"
"USGS","02086849",2014-12-26,39.3,"A","USGS","0208675010",2.62,"A"
"USGS","02086849",2014-12-27,30.1,"A","USGS","0208675010",1.49,"A"
"USGS","02086849",2014-12-28,26.3,"A","USGS","0208675010",1.05,"A"
"USGS","02086849",2014-12-29,195,"A","USGS","0208675010",37.5,"A"
"USGS","02086849",2014-12-30,77.4,"A","USGS","0208675010",6.4,"A"
"USGS","02086849",2014-12-31,40.5,"A","USGS","0208675010",2.69,"A"
"USGS","02086849",2015-01-01,31.5,"A","USGS","0208675010",1.57,"A"
"USGS","02086849",2015-01-02,26,"A","USGS","0208675010",1.12,"A"
"USGS","02086849",2015-01-03,29.6,"A","USGS","0208675010",2.35,"A"
"USGS","02086849",2015-01-04,58,"A","USGS","0208675010",5.13,"A"
"USGS","02086849",2015-01-05,32.8,"A","USGS","0208675010",2.23,"A"
"USGS","02086849",2015-01-06,25.6,"A","USGS","0208675010",1.4,"A"
"USGS","02086849",2015-01-07,23.3,"A","USGS","0208675010",1.22,"A"
"USGS","02086849",2015-01-08,21.4,"A","USGS","0208675010",1.02,"A"
"USGS","02086849",2015-01-09,20.5,"A","USGS","0208675010",0.91,"A"
"USGS","02086849",2015-01-10,19.6,"A","USGS","0208675010",0.85,"A"
"USGS","02086849",2015-01-11,19.2,"A","USGS","0208675010",0.77,"A"
"USGS","02086849",2015-01-12,347,"A","USGS","0208675010",95.2,"A"
"USGS","02086849",2015-01-13,108,"A","USGS","0208675010",10.4,"A"
"USGS","02086849",2015-01-14,53.2,"A","USGS","0208675010",5.12,"A"
"USGS","02086849",2015-01-15,38.7,"A","USGS","0208675010",3.15,"A"
"USGS","02086849",2015-01-16,33.3,"A","USGS","0208675010",2.34,"A"
"USGS","02086849",2015-01-17,26.7,"A","USGS","0208675010",1.72,"A"
"USGS","02086849",2015-01-18,119,"A","USGS","0208675010",15.1,"A"
"USGS","02086849",2015-01-19,46,"A","USGS","0208675010",3.74,"A"
"USGS","02086849",2015-01-20,28.9,"A","USGS","0208675010",2.12,"A"
"USGS","02086849",2015-01-21,28.3,"A","USGS","0208675010",1.58,"A"
"USGS","02086849",2015-01-22,24.4,"A","USGS","0208675010",1.33,"A"
"USGS","02086849",2015-01-23,55.5,"A","USGS","0208675010",13.7,"A"
"USGS","02086849",2015-01-24,199,"A","USGS","0208675010",27.4,"A"
"USGS","02086849",2015-01-25,54.4,"A","USGS","0208675010",5.33,"A"
"USGS","02086849",2015-01-26,50.4,"A","USGS","0208675010",6.49,"A"
"USGS","02086849",2015-01-27,38,"A","USGS","0208675010",3.64,"A"
"USGS","02086849",2015-01-28,28.2,"A","USGS","0208675010",2.19,"A"
"USGS","02086849",2015-01-29,24.3,"A","USGS","0208675010",1.69,"A"
"USGS","02086849",2015-01-30,23.6,"A","USGS","0208675010",1.59,"A"
"USGS","02086849",2015-01-31,22,"A","USGS","0208675010",1.29,"A"
"USGS","02086849",2015-02-01,21.9,"A","USGS","0208675010",1.17,"A"
"USGS","02086849",2015-02-02,55.9,"A","USGS","0208675010",8.26,"A"
"USGS","02086849",2015-02-03,27.8,"A","USGS","0208675010",2.48,"A"
"USGS","02086849",2015-02-04,23.8,"A","USGS","0208675010",1.59,"A"
"USGS","02086849",2015-02-05,23,"A","USGS","0208675010",1.43,"A"
"USGS","02086849",2015-02-06,21,"A","USGS","0208675010",1.2,"A"
"USGS","02086849",2015-02-07,20.4,"A","USGS","0208675010",1.1,"A"
"USGS","02086849",2015-02-08,20.5,"A","USGS","0208675010",1.27,"A"
"USGS","02086849",2015-02-09,33.4,"A","USGS","0208675010",3.89,"A"
"USGS","02086849",2015-02-10,175,"A","USGS","0208675010",39.7,"A"
"USGS","02086849",2015-02-11,51.3,"A","USGS","0208675010",6.12,"A"
"USGS","02086849",2015-02-12,34.2,"A","USGS","0208675010",3.43,"A"
"USGS","02086849",2015-02-13,28,"A","USGS","0208675010",2.28,"A"
"USGS","02086849",2015-02-14,25.5,"A","USGS","0208675010",1.92,"A"
"USGS","02086849",2015-02-15,23,"A","USGS","0208675010",1.8,"A"
"USGS","02086849",2015-02-16,22.3,"A","USGS","0208675010",1.4,"A"
"USGS","02086849",2015-02-17,32.7,"A","USGS","0208675010",4.4,"A"
"USGS","02086849",2015-02-18,45.6,"A","USGS","0208675010",6.48,"A"
"USGS","02086849",2015-02-19,34.9,"A","USGS","0208675010",4.8,"A"
"USGS","02086849",2015-02-20,23.6,"A","USGS","0208675010",3.95,"A"
"USGS","02086849",2015-02-21,22.1,"A","USGS","0208675010",1.57,"A"
"USGS","02086849",2015-02-22,80.6,"A","USGS","0208675010",11.5,"A"
"USGS","02086849",2015-02-23,63.6,"A","USGS","0208675010",6.66,"A"
"USGS","02086849",2015-02-24,34.7,"A","USGS","0208675010",3.99,"A"
"USGS","02086849",2015-02-25,30.5,"A","USGS","0208675010",3.23,"A"
"USGS","02086849",2015-02-26,62,"A","USGS","0208675010",8.43,"A"
"USGS","02086849",2015-02-27,109,"A","USGS","0208675010",14,"A"
"USGS","02086849",2015-02-28,90.8,"A","USGS","0208675010",9,"A"
"USGS","02086849",2015-03-01,232,"A","USGS","0208675010",52.1,"A"
"USGS","02086849",2015-03-02,236,"A","USGS","0208675010",28.2,"A"
"USGS","02086849",2015-03-03,149,"A","USGS","0208675010",11.6,"A"
"USGS","02086849",2015-03-04,121,"A","USGS","0208675010",9.47,"A"
"USGS","02086849",2015-03-05,385,"A","USGS","0208675010",104,"A"
"USGS","02086849",2015-03-06,164,"A","USGS","0208675010",14.2,"A"
"USGS","02086849",2015-03-07,76.8,"A","USGS","0208675010",6.52,"A"
"USGS","02086849",2015-03-08,54.9,"A","USGS","0208675010",4.76,"A"
"USGS","02086849",2015-03-09,43.8,"A","USGS","0208675010",3.63,"A"
"USGS","02086849",2015-03-10,37.6,"A","USGS","0208675010",2.99,"A"
"USGS","02086849",2015-03-11,32.6,"A","USGS","0208675010",2.69,"A"
"USGS","02086849",2015-03-12,31,"A","USGS","0208675010",2.9,"A"
"USGS","02086849",2015-03-13,28.1,"A","USGS","0208675010",2.17,"A"
"USGS","02086849",2015-03-14,61.2,"A","USGS","0208675010",7.94,"A"
"USGS","02086849",2015-03-15,44.4,"A","USGS","0208675010",4.42,"A"
"USGS","02086849",2015-03-16,29.6,"A","USGS","0208675010",2.54,"A"
"USGS","02086849",2015-03-17,27.2,"A","USGS","0208675010",2.14,"A"
"USGS","02086849",2015-03-18,22.5,"A","USGS","0208675010",1.68,"A"
"USGS","02086849",2015-03-19,30.4,"A","USGS","0208675010",3.83,"A"
"USGS","02086849",2015-03-20,153,"A","USGS","0208675010",22.7,"A"
"USGS","02086849",2015-03-21,53.3,"A","USGS","0208675010",5.29,"A"
"USGS","02086849",2015-03-22,38.4,"A","USGS","0208675010",3.19,"A"
"USGS","02086849",2015-03-23,29.7,"A","USGS","0208675010",2.42,"A"
"USGS","02086849",2015-03-24,26.1,"A","USGS","0208675010",1.95,"A"
"USGS","02086849",2015-03-25,25.2,"A","USGS","0208675010",1.76,"A"
"USGS","02086849",2015-03-26,40.3,"A","USGS","0208675010",5.03,"A"
"USGS","02086849",2015-03-27,47.2,"A","USGS","0208675010",5.17,"A"
"USGS","02086849",2015-03-28,33.6,"A","USGS","0208675010",2.98,"A"
"USGS","02086849",2015-03-29,24.4,"A","USGS","0208675010",1.73,"A"
"USGS","02086849",2015-03-30,32.9,"A","USGS","0208675010",3.57,"A"
"USGS","02086849",2015-03-31,26.1,"A","USGS","0208675010",2.16,"A"
"USGS","02086849",2015-04-01,23.6,"A","USGS","0208675010",1.54,"A"
"USGS","02086849",2015-04-02,21.9,"A","USGS","0208675010",1.41,"A"
"USGS","02086849",2015-04-03,21.8,"A","USGS","0208675010",1.09,"A"
"USGS","02086849",2015-04-04,20.1,"A","USGS","0208675010",1.14,"A"
"USGS","02086849",2015-04-05,18.5,"A","USGS","0208675010",1.3,"A"
"USGS","02086849",2015-04-06,18.6,"A","USGS","0208675010",1.35,"A"
"USGS","02086849",2015-04-07,19.5,"A","USGS","0208675010",1.68,"A"
"USGS","02086849",2015-04-08,23.2,"A","USGS","0208675010",1.79,"A"
"USGS","02086849",2015-04-09,26.7,"A","USGS","0208675010",4.01,"A"
"USGS","02086849",2015-04-10,62.7,"A","USGS","0208675010",8.38,"A"
"USGS","02086849",2015-04-11,20.1,"A","USGS","0208675010",2.03,"A"
"USGS","02086849",2015-04-12,15.6,"A","USGS","0208675010",1.33,"A"
"USGS","02086849",2015-04-13,15.4,"A","USGS","0208675010",1.17,"A"
"USGS","02086849",2015-04-14,15.7,"A","USGS","0208675010",2.16,"A"
"USGS","02086849",2015-04-15,21.6,"A","USGS","0208675010",5.96,"A"
"USGS","02086849",2015-04-16,38.3,"A","USGS","0208675010",7.21,"A"
"USGS","02086849",2015-04-17,20.4,"A","USGS","0208675010",2.66,"A"
"USGS","02086849",2015-04-18,22.2,"A","USGS","0208675010",4.27,"A"
"USGS","02086849",2015-04-19,66,"A","USGS","0208675010",54.9,"A"
