"agency","site_no","Date","HydrologicEvent","CharacteristicName","SampleFraction","Units","value","month","agency_cd","Discharge","D.Approval.Code","Gage.Height","GH.Approval.Code","Location"
NA,"02086849",2017-02-05,NA,NA,NA,NA,NA,NA,"USGS",18,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-06,NA,NA,NA,NA,NA,NA,"USGS",18.1,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-07,NA,NA,NA,NA,NA,NA,"USGS",19.3,"A",1.59,"A","Downstream"
NA,"02086849",2017-02-08,NA,NA,NA,NA,NA,NA,"USGS",22,"A",1.63,"A","Downstream"
NA,"02086849",2017-02-09,NA,NA,NA,NA,NA,NA,"USGS",68.4,"A",1.96,"A","Downstream"
NA,"02086849",2017-02-10,NA,NA,NA,NA,NA,NA,"USGS",24.4,"A",1.65,"A","Downstream"
NA,"02086849",2017-02-11,NA,NA,NA,NA,NA,NA,"USGS",20.2,"A",1.6,"A","Downstream"
NA,"02086849",2017-02-12,NA,NA,NA,NA,NA,NA,"USGS",19.2,"A",1.59,"A","Downstream"
NA,"02086849",2017-02-13,NA,NA,NA,NA,NA,NA,"USGS",18.3,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-14,NA,NA,NA,NA,NA,NA,"USGS",17.9,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-15,NA,NA,NA,NA,NA,NA,"USGS",36.7,"A",1.73,"A","Downstream"
NA,"02086849",2017-02-16,NA,NA,NA,NA,NA,NA,"USGS",23.2,"A",1.64,"A","Downstream"
NA,"02086849",2017-02-17,NA,NA,NA,NA,NA,NA,"USGS",19.9,"A",1.6,"A","Downstream"
NA,"02086849",2017-02-18,NA,NA,NA,NA,NA,NA,"USGS",20.3,"A",1.61,"A","Downstream"
NA,"02086849",2017-02-19,NA,NA,NA,NA,NA,NA,"USGS",19.1,"A",1.59,"A","Downstream"
NA,"02086849",2017-02-20,NA,NA,NA,NA,NA,NA,"USGS",19.2,"A",1.59,"A","Downstream"
NA,"02086849",2017-02-21,NA,NA,NA,NA,NA,NA,"USGS",18.6,"A",1.59,"A","Downstream"
NA,"02086849",2017-02-22,NA,NA,NA,NA,NA,NA,"USGS",18.4,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-23,NA,NA,NA,NA,NA,NA,"USGS",18.1,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-24,NA,NA,NA,NA,NA,NA,"USGS",18.3,"A",1.58,"A","Downstream"
NA,"02086849",2017-02-25,NA,NA,NA,NA,NA,NA,"USGS",19.6,"A",1.6,"A","Downstream"
NA,"02086849",2017-02-26,NA,NA,NA,NA,NA,NA,"USGS",18.7,"A",1.59,"A","Downstream"
NA,"02086849",2017-02-27,NA,NA,NA,NA,NA,NA,"USGS",17.4,"A",1.57,"A","Downstream"
NA,"02086849",2017-02-28,NA,NA,NA,NA,NA,NA,"USGS",17.6,"A",1.57,"A","Downstream"
NA,"02086849",2017-03-01,NA,NA,NA,NA,NA,NA,"USGS",47.4,"A",1.79,"A","Downstream"
NA,"02086849",2017-03-02,NA,NA,NA,NA,NA,NA,"USGS",87.7,"A",2.11,"A","Downstream"
NA,"02086849",2017-03-03,NA,NA,NA,NA,NA,NA,"USGS",25.3,"A",1.66,"A","Downstream"
NA,"02086849",2017-03-04,NA,NA,NA,NA,NA,NA,"USGS",20.2,"A",1.61,"A","Downstream"
NA,"02086849",2017-03-05,NA,NA,NA,NA,NA,NA,"USGS",18.7,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-06,NA,NA,NA,NA,NA,NA,"USGS",18.2,"A",1.58,"A","Downstream"
NA,"02086849",2017-03-07,NA,NA,NA,NA,NA,NA,"USGS",18.5,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-08,NA,NA,NA,NA,NA,NA,"USGS",19.4,"A",1.6,"A","Downstream"
NA,"02086849",2017-03-09,NA,NA,NA,NA,NA,NA,"USGS",16.9,"A",1.57,"A","Downstream"
NA,"02086849",2017-03-10,NA,NA,NA,NA,NA,NA,"USGS",18.3,"A",1.58,"A","Downstream"
NA,"02086849",2017-03-11,NA,NA,NA,NA,NA,NA,"USGS",17.3,"A",1.57,"A","Downstream"
NA,"02086849",2017-03-12,NA,NA,NA,NA,NA,NA,"USGS",17.7,"A",1.58,"A","Downstream"
NA,"02086849",2017-03-13,NA,NA,NA,NA,NA,NA,"USGS",20.2,"A",1.6,"A","Downstream"
NA,"02086849",2017-03-14,NA,NA,NA,NA,NA,NA,"USGS",104,"A",2.2,"A","Downstream"
NA,"02086849",2017-03-15,NA,NA,NA,NA,NA,NA,"USGS",27.3,"A",1.68,"A","Downstream"
NA,"02086849",2017-03-16,NA,NA,NA,NA,NA,NA,"USGS",20.4,"A",1.61,"A","Downstream"
NA,"02086849",2017-03-17,NA,NA,NA,NA,NA,NA,"USGS",19.7,"A",1.6,"A","Downstream"
NA,"02086849",2017-03-18,NA,NA,NA,NA,NA,NA,"USGS",27.6,"A",1.68,"A","Downstream"
NA,"02086849",2017-03-19,NA,NA,NA,NA,NA,NA,"USGS",24.4,"A",1.65,"A","Downstream"
NA,"02086849",2017-03-20,NA,NA,NA,NA,NA,NA,"USGS",19.3,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-21,NA,NA,NA,NA,NA,NA,"USGS",18.8,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-22,NA,NA,NA,NA,NA,NA,"USGS",19.6,"A",1.6,"A","Downstream"
NA,"02086849",2017-03-23,NA,NA,NA,NA,NA,NA,"USGS",19.2,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-24,NA,NA,NA,NA,NA,NA,"USGS",18.1,"A",1.58,"A","Downstream"
NA,"02086849",2017-03-25,NA,NA,NA,NA,NA,NA,"USGS",19,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-26,NA,NA,NA,NA,NA,NA,"USGS",18.6,"A",1.59,"A","Downstream"
NA,"02086849",2017-03-27,NA,NA,NA,NA,NA,NA,"USGS",18.5,"A",1.58,"A","Downstream"
NA,"02086849",2017-03-28,NA,NA,NA,NA,NA,NA,"USGS",23.7,"A",1.64,"A","Downstream"
NA,"02086849",2017-03-29,NA,NA,NA,NA,NA,NA,"USGS",21.4,"A",1.62,"A","Downstream"
NA,"02086849",2017-03-30,NA,NA,NA,NA,NA,NA,"USGS",20.3,"A",1.61,"A","Downstream"
NA,"02086849",2017-03-31,NA,NA,NA,NA,NA,NA,"USGS",51.4,"A",1.83,"A","Downstream"
NA,"02086849",2017-04-01,NA,NA,NA,NA,NA,NA,"USGS",26.1,"A",1.67,"A","Downstream"
NA,"02086849",2017-04-02,NA,NA,NA,NA,NA,NA,"USGS",21.9,"A",1.62,"A","Downstream"
NA,"02086849",2017-04-03,NA,NA,NA,NA,NA,NA,"USGS",35.6,"A",1.71,"A","Downstream"
NA,"02086849",2017-04-04,NA,NA,NA,NA,NA,NA,"USGS",40.9,"A",1.78,"A","Downstream"
NA,"02086849",2017-04-05,NA,NA,NA,NA,NA,NA,"USGS",33.8,"A",1.71,"A","Downstream"
NA,"02086849",2017-04-06,NA,NA,NA,NA,NA,NA,"USGS",49.1,"A",1.85,"A","Downstream"
NA,"02086849",2017-04-07,NA,NA,NA,NA,NA,NA,"USGS",28.5,"A",1.69,"A","Downstream"
NA,"02086849",2017-04-08,NA,NA,NA,NA,NA,NA,"USGS",23.3,"A",1.64,"A","Downstream"
NA,"02086849",2017-04-09,NA,NA,NA,NA,NA,NA,"USGS",21.1,"A",1.62,"A","Downstream"
NA,"02086849",2017-04-10,NA,NA,NA,NA,NA,NA,"USGS",20.9,"A",1.61,"A","Downstream"
NA,"02086849",2017-04-11,NA,NA,NA,NA,NA,NA,"USGS",22.2,"A",1.63,"A","Downstream"
NA,"02086849",2017-04-12,NA,NA,NA,NA,NA,NA,"USGS",20.9,"A",1.61,"A","Downstream"
NA,"02086849",2017-04-13,NA,NA,NA,NA,NA,NA,"USGS",20.1,"A",1.6,"A","Downstream"
NA,"02086849",2017-04-14,NA,NA,NA,NA,NA,NA,"USGS",20.7,"A",1.61,"A","Downstream"
NA,"02086849",2017-04-15,NA,NA,NA,NA,NA,NA,"USGS",20.6,"A",1.61,"A","Downstream"
NA,"02086849",2017-04-16,NA,NA,NA,NA,NA,NA,"USGS",20.1,"A",1.6,"A","Downstream"
NA,"02086849",2017-04-17,NA,NA,NA,NA,NA,NA,"USGS",21.7,"A",1.62,"A","Downstream"
NA,"02086849",2017-04-18,NA,NA,NA,NA,NA,NA,"USGS",24.5,"A",1.65,"A","Downstream"
NA,"02086849",2017-04-19,NA,NA,NA,NA,NA,NA,"USGS",21.9,"A",1.62,"A","Downstream"
NA,"02086849",2017-04-20,NA,NA,NA,NA,NA,NA,"USGS",19.2,"A",1.59,"A","Downstream"
NA,"02086849",2017-04-21,NA,NA,NA,NA,NA,NA,"USGS",19.7,"A",1.6,"A","Downstream"
NA,"02086849",2017-04-22,NA,NA,NA,NA,NA,NA,"USGS",25.8,"A",1.66,"A","Downstream"
NA,"02086849",2017-04-23,NA,NA,NA,NA,NA,NA,"USGS",83.3,"A",2.08,"A","Downstream"
NA,"02086849",2017-04-24,NA,NA,NA,NA,NA,NA,"USGS",779,"A",5.29,"A","Downstream"
NA,"02086849",2017-04-25,NA,NA,NA,NA,NA,NA,"USGS",1750,"A e",9.41,"A","Downstream"
NA,"02086849",2017-04-26,NA,NA,NA,NA,NA,NA,"USGS",150,"A e",7.4,"A","Downstream"
NA,"02086849",2017-04-27,NA,NA,NA,NA,NA,NA,"USGS",55.1,"A e",7.73,"A","Downstream"
NA,"02086849",2017-04-28,NA,NA,NA,NA,NA,NA,"USGS",35.6,"A e",7.86,"A","Downstream"
NA,"02086849",2017-04-29,NA,NA,NA,NA,NA,NA,"USGS",26.1,"A e",7.91,"A","Downstream"
NA,"02086849",2017-04-30,NA,NA,NA,NA,NA,NA,"USGS",20.8,"A e",7.85,"A","Downstream"
NA,"02086849",2017-05-01,NA,NA,NA,NA,NA,NA,"USGS",24,"A e",7.72,"A","Downstream"
NA,"02086849",2017-05-02,NA,NA,NA,NA,NA,NA,"USGS",73.2,"A e",7.43,"A","Downstream"
NA,"02086849",2017-05-03,NA,NA,NA,NA,NA,NA,"USGS",23.1,"A e",6.99,"A","Downstream"
NA,"02086849",2017-05-04,NA,NA,NA,NA,NA,NA,"USGS",25.2,"A e",6.47,"A","Downstream"
NA,"02086849",2017-05-05,NA,NA,NA,NA,NA,NA,"USGS",444,"A e",6.91,"A","Downstream"
NA,"02086849",2017-05-06,NA,NA,NA,NA,NA,NA,"USGS",77.7,"A e",5.85,"A","Downstream"
NA,"02086849",2017-05-07,NA,NA,NA,NA,NA,NA,"USGS",35.4,"A e",5.24,"A","Downstream"
NA,"02086849",2017-05-08,NA,NA,NA,NA,NA,NA,"USGS",24.5,"A e",4.56,"A","Downstream"
NA,"02086849",2017-05-09,NA,NA,NA,NA,NA,NA,"USGS",23.2,"A e",3.86,"A","Downstream"
NA,"02086849",2017-05-10,NA,NA,NA,NA,NA,NA,"USGS",88.5,"A e",3.35,"A","Downstream"
NA,"02086849",2017-05-11,NA,NA,NA,NA,NA,NA,"USGS",120,"A e",2.8,"A","Downstream"
NA,"02086849",2017-05-12,NA,NA,NA,NA,NA,NA,"USGS",65.4,"A e",2.65,"A","Downstream"
NA,"02086849",2017-05-13,NA,NA,NA,NA,NA,NA,"USGS",65.6,"A e",2.29,"A","Downstream"
NA,"02086849",2017-05-14,NA,NA,NA,NA,NA,NA,"USGS",31.9,"A e",1.73,"A","Downstream"
NA,"02086849",2017-05-15,NA,NA,NA,NA,NA,NA,"USGS",22.3,"A",1.63,"A","Downstream"
NA,"02086849",2017-05-16,NA,NA,NA,NA,NA,NA,"USGS",21.2,"A",1.62,"A","Downstream"
NA,"02086849",2017-05-17,NA,NA,NA,NA,NA,NA,"USGS",18.2,"A",1.58,"A","Downstream"
NA,"02086849",2017-05-18,NA,NA,NA,NA,NA,NA,"USGS",18.2,"A",1.58,"A","Downstream"
NA,"02086849",2017-05-19,NA,NA,NA,NA,NA,NA,"USGS",16.9,"A",1.57,"A","Downstream"
NA,"02086849",2017-05-20,NA,NA,NA,NA,NA,NA,"USGS",17.8,"A",1.58,"A","Downstream"
NA,"02086849",2017-05-21,NA,NA,NA,NA,NA,NA,"USGS",15.9,"A",1.55,"A","Downstream"
NA,"02086849",2017-05-22,NA,NA,NA,NA,NA,NA,"USGS",21.5,"A",1.61,"A","Downstream"
NA,"02086849",2017-05-23,NA,NA,NA,NA,NA,NA,"USGS",160,"A",2.62,"A","Downstream"
NA,"02086849",2017-05-24,NA,NA,NA,NA,NA,NA,"USGS",104,"A",2.22,"A","Downstream"
NA,"02086849",2017-05-25,NA,NA,NA,NA,NA,NA,"USGS",208,"A",2.87,"A","Downstream"
NA,"02086849",2017-05-26,NA,NA,NA,NA,NA,NA,"USGS",43.5,"A",1.81,"A","Downstream"
NA,"02086849",2017-05-27,NA,NA,NA,NA,NA,NA,"USGS",26.5,"A",1.67,"A","Downstream"
NA,"02086849",2017-05-28,NA,NA,NA,NA,NA,NA,"USGS",24.5,"A",1.65,"A","Downstream"
NA,"02086849",2017-05-29,NA,NA,NA,NA,NA,NA,"USGS",18.1,"A",1.58,"A","Downstream"
NA,"02086849",2017-05-30,NA,NA,NA,NA,NA,NA,"USGS",21.5,"A",1.62,"A","Downstream"
NA,"02086849",2017-05-31,NA,NA,NA,NA,NA,NA,"USGS",18.8,"A",1.59,"A","Downstream"
NA,"02086849",2017-06-01,NA,NA,NA,NA,NA,NA,"USGS",20.6,"A",1.61,"A","Downstream"
NA,"02086849",2017-06-02,NA,NA,NA,NA,NA,NA,"USGS",16.3,"A",1.56,"A","Downstream"
NA,"02086849",2017-06-03,NA,NA,NA,NA,NA,NA,"USGS",16,"A",1.55,"A","Downstream"
NA,"02086849",2017-06-04,NA,NA,NA,NA,NA,NA,"USGS",15.2,"A",1.54,"A","Downstream"
NA,"02086849",2017-06-05,NA,NA,NA,NA,NA,NA,"USGS",147,"A",2.42,"A","Downstream"
NA,"02086849",2017-06-06,NA,NA,NA,NA,NA,NA,"USGS",95.9,"A",2.16,"A","Downstream"
NA,"02086849",2017-06-07,NA,NA,NA,NA,NA,NA,"USGS",25.1,"A",1.66,"A","Downstream"
NA,"02086849",2017-06-08,NA,NA,NA,NA,NA,NA,"USGS",17.9,"A",1.58,"A","Downstream"
NA,"02086849",2017-06-09,NA,NA,NA,NA,NA,NA,"USGS",16.8,"A",1.56,"A","Downstream"
NA,"02086849",2017-06-10,NA,NA,NA,NA,NA,NA,"USGS",16.3,"A",1.56,"A","Downstream"
NA,"02086849",2017-06-11,NA,NA,NA,NA,NA,NA,"USGS",17.1,"A",1.57,"A","Downstream"
NA,"02086849",2017-06-12,NA,NA,NA,NA,NA,NA,"USGS",14.2,"A",1.53,"A","Downstream"
NA,"02086849",2017-06-13,NA,NA,NA,NA,NA,NA,"USGS",14.8,"A",1.54,"A","Downstream"
NA,"02086849",2017-06-14,NA,NA,NA,NA,NA,NA,"USGS",16,"A",1.55,"A","Downstream"
NA,"02086849",2017-06-15,NA,NA,NA,NA,NA,NA,"USGS",17.8,"A",1.58,"A","Downstream"
NA,"02086849",2017-06-16,NA,NA,NA,NA,NA,NA,"USGS",36.2,"A",1.71,"A","Downstream"
NA,"02086849",2017-06-17,NA,NA,NA,NA,NA,NA,"USGS",128,"A",2.39,"A","Downstream"
NA,"02086849",2017-06-18,NA,NA,NA,NA,NA,NA,"USGS",28.3,"A",1.68,"A","Downstream"
NA,"02086849",2017-06-19,NA,NA,NA,NA,NA,NA,"USGS",18.3,"A",1.58,"A","Downstream"
NA,"02086849",2017-06-20,NA,NA,NA,NA,NA,NA,"USGS",429,"A",3.86,"A","Downstream"
NA,"02086849",2017-06-21,NA,NA,NA,NA,NA,NA,"USGS",83.5,"A",2.07,"A","Downstream"
NA,"02086849",2017-06-22,NA,NA,NA,NA,NA,NA,"USGS",28.9,"A",1.69,"A","Downstream"
NA,"02086849",2017-06-23,NA,NA,NA,NA,NA,NA,"USGS",25.2,"A",1.66,"A","Downstream"
NA,"02086849",2017-06-24,NA,NA,NA,NA,NA,NA,"USGS",39.6,"A",1.77,"A","Downstream"
NA,"02086849",2017-06-25,NA,NA,NA,NA,NA,NA,"USGS",57.6,"A",1.9,"A","Downstream"
NA,"02086849",2017-06-26,NA,NA,NA,NA,NA,NA,"USGS",20.7,"A",1.61,"A","Downstream"
NA,"02086849",2017-06-27,NA,NA,NA,NA,NA,NA,"USGS",17.9,"A",1.58,"A","Downstream"
NA,"02086849",2017-06-28,NA,NA,NA,NA,NA,NA,"USGS",18.5,"A",1.58,"A","Downstream"
NA,"02086849",2017-06-29,NA,NA,NA,NA,NA,NA,"USGS",16.6,"A",1.56,"A","Downstream"
NA,"02086849",2017-06-30,NA,NA,NA,NA,NA,NA,"USGS",37.2,"A",1.72,"A","Downstream"
NA,"02086849",2017-07-01,NA,NA,NA,NA,NA,NA,"USGS",21.1,"A",1.61,"A","Downstream"
NA,"02086849",2017-07-02,NA,NA,NA,NA,NA,NA,"USGS",15.8,"A",1.55,"A","Downstream"
NA,"02086849",2017-07-03,NA,NA,NA,NA,NA,NA,"USGS",13.8,"A",1.52,"A","Downstream"
NA,"02086849",2017-07-04,NA,NA,NA,NA,NA,NA,"USGS",19.1,"A",1.56,"A","Downstream"
NA,"02086849",2017-07-05,NA,NA,NA,NA,NA,NA,"USGS",122,"A",2.28,"A","Downstream"
NA,"02086849",2017-07-06,NA,NA,NA,NA,NA,NA,"USGS",57.1,"A",1.87,"A","Downstream"
NA,"02086849",2017-07-07,NA,NA,NA,NA,NA,NA,"USGS",21.5,"A",1.6,"A","Downstream"
NA,"02086849",2017-07-08,NA,NA,NA,NA,NA,NA,"USGS",32.2,"A",1.66,"A","Downstream"
NA,"02086849",2017-07-09,NA,NA,NA,NA,NA,NA,"USGS",30.4,"A",1.68,"A","Downstream"
NA,"02086849",2017-07-10,NA,NA,NA,NA,NA,NA,"USGS",17,"A",1.55,"A","Downstream"
NA,"02086849",2017-07-11,NA,NA,NA,NA,NA,NA,"USGS",17.3,"A",1.55,"A","Downstream"
NA,"02086849",2017-07-12,NA,NA,NA,NA,NA,NA,"USGS",18.1,"A",1.56,"A","Downstream"
NA,"02086849",2017-07-13,NA,NA,NA,NA,NA,NA,"USGS",18.6,"A",1.56,"A","Downstream"
NA,"02086849",2017-07-14,NA,NA,NA,NA,NA,NA,"USGS",19.6,"A",1.58,"A","Downstream"
NA,"02086849",2017-07-15,NA,NA,NA,NA,NA,NA,"USGS",17.3,"A",1.55,"A","Downstream"
NA,"02086849",2017-07-16,NA,NA,NA,NA,NA,NA,"USGS",15.4,"A",1.52,"A","Downstream"
NA,"02086849",2017-07-17,NA,NA,NA,NA,NA,NA,"USGS",14.4,"A",1.51,"A","Downstream"
NA,"02086849",2017-07-18,NA,NA,NA,NA,NA,NA,"USGS",17,"A",1.54,"A","Downstream"
NA,"02086849",2017-07-19,NA,NA,NA,NA,NA,NA,"USGS",25.1,"A",1.63,"A","Downstream"
NA,"02086849",2017-07-20,NA,NA,NA,NA,NA,NA,"USGS",16.8,"A",1.54,"A","Downstream"
NA,"02086849",2017-07-21,NA,NA,NA,NA,NA,NA,"USGS",16.8,"A",1.55,"A","Downstream"
NA,"02086849",2017-07-22,NA,NA,NA,NA,NA,NA,"USGS",16.1,"A",1.53,"A","Downstream"
NA,"02086849",2017-07-23,NA,NA,NA,NA,NA,NA,"USGS",15.5,"A",1.52,"A","Downstream"
NA,"02086849",2017-07-24,NA,NA,NA,NA,NA,NA,"USGS",15.8,"A",1.53,"A","Downstream"
NA,"02086849",2017-07-25,NA,NA,NA,NA,NA,NA,"USGS",13.5,"A",1.49,"A","Downstream"
NA,"02086849",2017-07-26,NA,NA,NA,NA,NA,NA,"USGS",16.2,"A",1.54,"A","Downstream"
NA,"02086849",2017-07-27,NA,NA,NA,NA,NA,NA,"USGS",16,"A",1.53,"A","Downstream"
NA,"02086849",2017-07-28,NA,NA,NA,NA,NA,NA,"USGS",46,"A",1.79,"A","Downstream"
NA,"02086849",2017-07-29,NA,NA,NA,NA,NA,NA,"USGS",21.4,"A",1.59,"A","Downstream"
NA,"02086849",2017-07-30,NA,NA,NA,NA,NA,NA,"USGS",15.1,"A",1.52,"A","Downstream"
NA,"02086849",2017-07-31,NA,NA,NA,NA,NA,NA,"USGS",13.5,"A",1.5,"A","Downstream"
NA,"02086849",2017-08-01,NA,NA,NA,NA,NA,NA,"USGS",14.1,"A",1.51,"A","Downstream"
NA,"02086849",2017-08-02,NA,NA,NA,NA,NA,NA,"USGS",14.9,"A",1.52,"A","Downstream"
NA,"02086849",2017-08-03,NA,NA,NA,NA,NA,NA,"USGS",14.5,"A",1.51,"A","Downstream"
NA,"02086849",2017-08-04,NA,NA,NA,NA,NA,NA,"USGS",15.6,"A",1.53,"A","Downstream"
NA,"02086849",2017-08-05,NA,NA,NA,NA,NA,NA,"USGS",15,"A",1.52,"A","Downstream"
NA,"02086849",2017-08-06,NA,NA,NA,NA,NA,NA,"USGS",14.6,"A",1.51,"A","Downstream"
NA,"02086849",2017-08-07,NA,NA,NA,NA,NA,NA,"USGS",17.1,"A",1.53,"A","Downstream"
NA,"02086849",2017-08-08,NA,NA,NA,NA,NA,NA,"USGS",66.5,"A",1.94,"A","Downstream"
NA,"02086849",2017-08-09,NA,NA,NA,NA,NA,NA,"USGS",23.4,"A",1.62,"A","Downstream"
NA,"02086849",2017-08-10,NA,NA,NA,NA,NA,NA,"USGS",16.3,"A",1.54,"A","Downstream"
NA,"02086849",2017-08-11,NA,NA,NA,NA,NA,NA,"USGS",15.6,"A",1.53,"A","Downstream"
NA,"02086849",2017-08-12,NA,NA,NA,NA,NA,NA,"USGS",91.9,"A",2.12,"A","Downstream"
NA,"02086849",2017-08-13,NA,NA,NA,NA,NA,NA,"USGS",70.9,"A",1.98,"A","Downstream"
NA,"02086849",2017-08-14,NA,NA,NA,NA,NA,NA,"USGS",27.5,"A",1.65,"A","Downstream"
NA,"02086849",2017-08-15,NA,NA,NA,NA,NA,NA,"USGS",22.6,"A",1.58,"A","Downstream"
NA,"02086849",2017-08-16,NA,NA,NA,NA,NA,NA,"USGS",26.8,"A",1.65,"A","Downstream"
NA,"02086849",2017-08-17,NA,NA,NA,NA,NA,NA,"USGS",16.2,"A",1.54,"A","Downstream"
NA,"02086849",2017-08-18,NA,NA,NA,NA,NA,NA,"USGS",14.5,"A",1.51,"A","Downstream"
NA,"02086849",2017-08-19,NA,NA,NA,NA,NA,NA,"USGS",17.3,"A",1.55,"A","Downstream"
NA,"02086849",2017-08-20,NA,NA,NA,NA,NA,NA,"USGS",15,"A",1.52,"A","Downstream"
NA,"02086849",2017-08-21,NA,NA,NA,NA,NA,NA,"USGS",14.6,"A",1.52,"A","Downstream"
NA,"02086849",2017-08-22,NA,NA,NA,NA,NA,NA,"USGS",14.5,"A",1.51,"A","Downstream"
NA,"02086849",2017-08-23,NA,NA,NA,NA,NA,NA,"USGS",15.3,"A",1.53,"A","Downstream"
NA,"02086849",2017-08-24,NA,NA,NA,NA,NA,NA,"USGS",15.3,"A",1.53,"A","Downstream"
NA,"02086849",2017-08-25,NA,NA,NA,NA,NA,NA,"USGS",14.8,"A",1.52,"A","Downstream"
NA,"02086849",2017-08-26,NA,NA,NA,NA,NA,NA,"USGS",16.3,"A",1.54,"A","Downstream"
NA,"02086849",2017-08-27,NA,NA,NA,NA,NA,NA,"USGS",16.2,"A",1.52,"A","Downstream"
NA,"02086849",2017-08-28,NA,NA,NA,NA,NA,NA,"USGS",14.5,"A",1.51,"A","Downstream"
NA,"02086849",2017-08-29,NA,NA,NA,NA,NA,NA,"USGS",26.5,"A",1.64,"A","Downstream"
NA,"02086849",2017-08-30,NA,NA,NA,NA,NA,NA,"USGS",16.1,"A",1.54,"A","Downstream"
NA,"02086849",2017-08-31,NA,NA,NA,NA,NA,NA,"USGS",14.9,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-01,NA,NA,NA,NA,NA,NA,"USGS",81.2,"A",2,"A","Downstream"
NA,"02086849",2017-09-02,NA,NA,NA,NA,NA,NA,"USGS",33.3,"A",1.72,"A","Downstream"
NA,"02086849",2017-09-03,NA,NA,NA,NA,NA,NA,"USGS",14,"A",1.53,"A","Downstream"
NA,"02086849",2017-09-04,NA,NA,NA,NA,NA,NA,"USGS",14.5,"A",1.54,"A","Downstream"
NA,"02086849",2017-09-05,NA,NA,NA,NA,NA,NA,"USGS",13.8,"A",1.53,"A","Downstream"
NA,"02086849",2017-09-06,NA,NA,NA,NA,NA,NA,"USGS",17.7,"A",1.57,"A","Downstream"
NA,"02086849",2017-09-07,NA,NA,NA,NA,NA,NA,"USGS",16.2,"A",1.56,"A","Downstream"
NA,"02086849",2017-09-08,NA,NA,NA,NA,NA,NA,"USGS",13.2,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-09,NA,NA,NA,NA,NA,NA,"USGS",13.2,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-10,NA,NA,NA,NA,NA,NA,"USGS",12.2,"A",1.5,"A","Downstream"
NA,"02086849",2017-09-11,NA,NA,NA,NA,NA,NA,"USGS",12.7,"A",1.51,"A","Downstream"
NA,"02086849",2017-09-12,NA,NA,NA,NA,NA,NA,"USGS",17.9,"A",1.58,"A","Downstream"
NA,"02086849",2017-09-13,NA,NA,NA,NA,NA,NA,"USGS",16.7,"A",1.57,"A","Downstream"
NA,"02086849",2017-09-14,NA,NA,NA,NA,NA,NA,"USGS",12.9,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-15,NA,NA,NA,NA,NA,NA,"USGS",12.8,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-16,NA,NA,NA,NA,NA,NA,"USGS",13.2,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-17,NA,NA,NA,NA,NA,NA,"USGS",12.8,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-18,NA,NA,NA,NA,NA,NA,"USGS",12.7,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-19,NA,NA,NA,NA,NA,NA,"USGS",12.7,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-20,NA,NA,NA,NA,NA,NA,"USGS",12.9,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-21,NA,NA,NA,NA,NA,NA,"USGS",12.6,"A",1.51,"A","Downstream"
NA,"02086849",2017-09-22,NA,NA,NA,NA,NA,NA,"USGS",14.4,"A",1.54,"A","Downstream"
NA,"02086849",2017-09-23,NA,NA,NA,NA,NA,NA,"USGS",14.5,"A",1.54,"A","Downstream"
NA,"02086849",2017-09-24,NA,NA,NA,NA,NA,NA,"USGS",12.9,"A",1.51,"A","Downstream"
NA,"02086849",2017-09-25,NA,NA,NA,NA,NA,NA,"USGS",13.1,"A",1.52,"A","Downstream"
NA,"02086849",2017-09-26,NA,NA,NA,NA,NA,NA,"USGS",13.4,"A",1.53,"A","Downstream"
NA,"02086849",2017-09-27,NA,NA,NA,NA,NA,NA,"USGS",13.9,"A",1.54,"A","Downstream"
NA,"02086849",2017-09-28,NA,NA,NA,NA,NA,NA,"USGS",16.6,"A",1.57,"A","Downstream"
NA,"02086849",2017-09-29,NA,NA,NA,NA,NA,NA,"USGS",18.1,"A",1.59,"A","Downstream"
NA,"02086849",2017-09-30,NA,NA,NA,NA,NA,NA,"USGS",20,"A",1.61,"A","Downstream"
NA,"02086849",2017-10-01,NA,NA,NA,NA,NA,NA,"USGS",19.1,"A",1.6,"A","Downstream"
NA,"02086849",2017-10-02,NA,NA,NA,NA,NA,NA,"USGS",18.7,"A",1.59,"A","Downstream"
