"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","0208675010",2011-08-18,0.14,"A"
"USGS","0208675010",2011-08-19,0.19,"A"
"USGS","0208675010",2011-08-20,0.2,"A"
"USGS","0208675010",2011-08-21,2.42,"A"
"USGS","0208675010",2011-08-22,2.37,"A"
"USGS","0208675010",2011-08-23,0.54,"A"
"USGS","0208675010",2011-08-24,0.24,"A"
"USGS","0208675010",2011-08-25,0.1,"A"
"USGS","0208675010",2011-08-26,0.19,"A"
"USGS","0208675010",2011-08-27,2.49,"A"
"USGS","0208675010",2011-08-28,0.97,"A"
"USGS","0208675010",2011-08-29,0.57,"A"
"USGS","0208675010",2011-08-30,3.61,"A"
"USGS","0208675010",2011-08-31,0.48,"A"
"USGS","0208675010",2011-09-01,0.19,"A"
"USGS","0208675010",2011-09-02,0.1,"A"
"USGS","0208675010",2011-09-03,0.33,"A"
"USGS","0208675010",2011-09-04,0.18,"A"
"USGS","0208675010",2011-09-05,0.1,"A"
"USGS","0208675010",2011-09-06,80,"A e"
"USGS","0208675010",2011-09-07,60,"A e"
"USGS","0208675010",2011-09-08,2.27,"A"
"USGS","0208675010",2011-09-09,0.8,"A"
"USGS","0208675010",2011-09-10,0.44,"A"
"USGS","0208675010",2011-09-11,0.34,"A"
"USGS","0208675010",2011-09-12,0.24,"A"
"USGS","0208675010",2011-09-13,0.18,"A"
"USGS","0208675010",2011-09-14,0.11,"A"
"USGS","0208675010",2011-09-15,0.08,"A"
"USGS","0208675010",2011-09-16,0.18,"A"
"USGS","0208675010",2011-09-17,0.36,"A"
"USGS","0208675010",2011-09-18,0.18,"A"
"USGS","0208675010",2011-09-19,0.12,"A"
"USGS","0208675010",2011-09-20,0.08,"A"
"USGS","0208675010",2011-09-21,7.02,"A"
"USGS","0208675010",2011-09-22,5.18,"A"
"USGS","0208675010",2011-09-23,15.6,"A"
"USGS","0208675010",2011-09-24,3.96,"A"
"USGS","0208675010",2011-09-25,1.25,"A"
"USGS","0208675010",2011-09-26,0.52,"A"
"USGS","0208675010",2011-09-27,0.31,"A"
"USGS","0208675010",2011-09-28,4.71,"A"
"USGS","0208675010",2011-09-29,0.57,"A"
"USGS","0208675010",2011-09-30,0.21,"A"
"USGS","0208675010",2011-10-01,0.13,"A"
"USGS","0208675010",2011-10-02,0.09,"A"
"USGS","0208675010",2011-10-03,0.07,"A"
"USGS","0208675010",2011-10-04,0.07,"A"
"USGS","0208675010",2011-10-05,0.1,"A"
"USGS","0208675010",2011-10-06,0.07,"A"
"USGS","0208675010",2011-10-07,0.12,"A"
"USGS","0208675010",2011-10-08,0.13,"A"
"USGS","0208675010",2011-10-09,0.15,"A"
"USGS","0208675010",2011-10-10,0.13,"A"
"USGS","0208675010",2011-10-11,0.26,"A"
"USGS","0208675010",2011-10-12,2.15,"A"
"USGS","0208675010",2011-10-13,0.52,"A"
"USGS","0208675010",2011-10-14,0.37,"A"
"USGS","0208675010",2011-10-15,0.28,"A"
"USGS","0208675010",2011-10-16,0.13,"A"
"USGS","0208675010",2011-10-17,0.12,"A"
"USGS","0208675010",2011-10-18,0.42,"A"
"USGS","0208675010",2011-10-19,37.7,"A"
"USGS","0208675010",2011-10-20,3.48,"A"
"USGS","0208675010",2011-10-21,1.01,"A"
"USGS","0208675010",2011-10-22,0.65,"A"
"USGS","0208675010",2011-10-23,0.43,"A"
"USGS","0208675010",2011-10-24,0.38,"A"
"USGS","0208675010",2011-10-25,0.37,"A"
"USGS","0208675010",2011-10-26,0.42,"A"
"USGS","0208675010",2011-10-27,0.47,"A"
"USGS","0208675010",2011-10-28,0.32,"A"
"USGS","0208675010",2011-10-29,12.1,"A"
"USGS","0208675010",2011-10-30,1.99,"A"
"USGS","0208675010",2011-10-31,1.39,"A"
"USGS","0208675010",2011-11-01,1.22,"A"
"USGS","0208675010",2011-11-02,0.61,"A"
"USGS","0208675010",2011-11-03,0.42,"A"
"USGS","0208675010",2011-11-04,72.1,"A"
"USGS","0208675010",2011-11-05,4.43,"A"
"USGS","0208675010",2011-11-06,1.78,"A"
"USGS","0208675010",2011-11-07,1.06,"A"
"USGS","0208675010",2011-11-08,0.95,"A"
"USGS","0208675010",2011-11-09,0.73,"A"
"USGS","0208675010",2011-11-10,0.61,"A"
"USGS","0208675010",2011-11-11,0.98,"A"
"USGS","0208675010",2011-11-12,1.03,"A"
"USGS","0208675010",2011-11-13,1.01,"A"
"USGS","0208675010",2011-11-14,0.94,"A"
"USGS","0208675010",2011-11-15,0.92,"A"
"USGS","0208675010",2011-11-16,1.15,"A"
"USGS","0208675010",2011-11-17,10.9,"A"
"USGS","0208675010",2011-11-18,2.64,"A"
"USGS","0208675010",2011-11-19,1.41,"A"
"USGS","0208675010",2011-11-20,1.18,"A"
"USGS","0208675010",2011-11-21,1.08,"A"
"USGS","0208675010",2011-11-22,1.13,"A"
"USGS","0208675010",2011-11-23,5.85,"A"
"USGS","0208675010",2011-11-24,1.67,"A"
"USGS","0208675010",2011-11-25,1.35,"A"
"USGS","0208675010",2011-11-26,1.13,"A"
"USGS","0208675010",2011-11-27,0.98,"A"
"USGS","0208675010",2011-11-28,0.98,"A"
"USGS","0208675010",2011-11-29,38,"A"
"USGS","0208675010",2011-11-30,3.64,"A"
"USGS","0208675010",2011-12-01,1.29,"A"
"USGS","0208675010",2011-12-02,1.21,"A"
"USGS","0208675010",2011-12-03,1.65,"A"
"USGS","0208675010",2011-12-04,1.53,"A"
"USGS","0208675010",2011-12-05,1.43,"A"
"USGS","0208675010",2011-12-06,1.35,"A"
"USGS","0208675010",2011-12-07,11.8,"A"
"USGS","0208675010",2011-12-08,6.13,"A"
"USGS","0208675010",2011-12-09,1.77,"A"
"USGS","0208675010",2011-12-10,1.07,"A"
"USGS","0208675010",2011-12-11,0.67,"A"
"USGS","0208675010",2011-12-12,0.5,"A"
"USGS","0208675010",2011-12-13,1.4,"A"
"USGS","0208675010",2011-12-14,1.36,"A"
"USGS","0208675010",2011-12-15,0.99,"A"
"USGS","0208675010",2011-12-16,5.93,"A"
"USGS","0208675010",2011-12-17,16.5,"A"
"USGS","0208675010",2011-12-18,2.58,"A"
"USGS","0208675010",2011-12-19,1.6,"A"
"USGS","0208675010",2011-12-20,1.5,"A"
"USGS","0208675010",2011-12-21,25.1,"A"
"USGS","0208675010",2011-12-22,11.3,"A"
"USGS","0208675010",2011-12-23,5.93,"A"
"USGS","0208675010",2011-12-24,2.5,"A"
"USGS","0208675010",2011-12-25,1.85,"A"
"USGS","0208675010",2011-12-26,1.48,"A"
"USGS","0208675010",2011-12-27,8.13,"A"
"USGS","0208675010",2011-12-28,3.63,"A"
"USGS","0208675010",2011-12-29,1.98,"A"
"USGS","0208675010",2011-12-30,1.67,"A"
"USGS","0208675010",2011-12-31,1.27,"A"
"USGS","0208675010",2012-01-01,0.9,"A"
"USGS","0208675010",2012-01-02,0.99,"A"
"USGS","0208675010",2012-01-03,0.77,"A"
"USGS","0208675010",2012-01-04,0.78,"A"
"USGS","0208675010",2012-01-05,0.67,"A"
"USGS","0208675010",2012-01-06,0.55,"A"
"USGS","0208675010",2012-01-07,0.71,"A"
"USGS","0208675010",2012-01-08,0.7,"A"
"USGS","0208675010",2012-01-09,2.23,"A"
"USGS","0208675010",2012-01-10,1.09,"A"
"USGS","0208675010",2012-01-11,5.98,"A"
"USGS","0208675010",2012-01-12,5.71,"A"
"USGS","0208675010",2012-01-13,1.27,"A"
"USGS","0208675010",2012-01-14,0.8,"A"
"USGS","0208675010",2012-01-15,0.64,"A"
"USGS","0208675010",2012-01-16,0.59,"A"
"USGS","0208675010",2012-01-17,0.57,"A"
"USGS","0208675010",2012-01-18,1.23,"A"
"USGS","0208675010",2012-01-19,0.63,"A"
"USGS","0208675010",2012-01-20,0.74,"A"
"USGS","0208675010",2012-01-21,9.77,"A"
"USGS","0208675010",2012-01-22,3.06,"A"
"USGS","0208675010",2012-01-23,1.27,"A"
"USGS","0208675010",2012-01-24,1,"A"
"USGS","0208675010",2012-01-25,0.8,"A"
"USGS","0208675010",2012-01-26,0.7,"A"
"USGS","0208675010",2012-01-27,17.9,"A"
"USGS","0208675010",2012-01-28,3.13,"A"
"USGS","0208675010",2012-01-29,1.34,"A"
"USGS","0208675010",2012-01-30,0.95,"A"
"USGS","0208675010",2012-01-31,0.8,"A"
"USGS","0208675010",2012-02-01,0.68,"A"
"USGS","0208675010",2012-02-02,0.89,"A"
"USGS","0208675010",2012-02-03,0.61,"A"
"USGS","0208675010",2012-02-04,0.61,"A"
"USGS","0208675010",2012-02-05,4.06,"A"
"USGS","0208675010",2012-02-06,1.21,"A"
"USGS","0208675010",2012-02-07,0.81,"A"
"USGS","0208675010",2012-02-08,0.68,"A"
"USGS","0208675010",2012-02-09,0.59,"A"
"USGS","0208675010",2012-02-10,0.6,"A"
"USGS","0208675010",2012-02-11,0.7,"A"
"USGS","0208675010",2012-02-12,0.59,"A"
"USGS","0208675010",2012-02-13,0.57,"A"
"USGS","0208675010",2012-02-14,0.59,"A"
"USGS","0208675010",2012-02-15,0.53,"A"
"USGS","0208675010",2012-02-16,5.53,"A"
"USGS","0208675010",2012-02-17,3.37,"A"
"USGS","0208675010",2012-02-18,1.08,"A"
"USGS","0208675010",2012-02-19,15.7,"A"
"USGS","0208675010",2012-02-20,13.9,"A"
"USGS","0208675010",2012-02-21,2.99,"A"
"USGS","0208675010",2012-02-22,1.58,"A"
"USGS","0208675010",2012-02-23,7.29,"A"
"USGS","0208675010",2012-02-24,20,"A"
"USGS","0208675010",2012-02-25,8.01,"A"
"USGS","0208675010",2012-02-26,2.18,"A"
"USGS","0208675010",2012-02-27,6.23,"A"
"USGS","0208675010",2012-02-28,3.76,"A"
"USGS","0208675010",2012-02-29,2.74,"A"
"USGS","0208675010",2012-03-01,6.57,"A"
"USGS","0208675010",2012-03-02,2.5,"A"
"USGS","0208675010",2012-03-03,91.3,"A"
"USGS","0208675010",2012-03-04,9.89,"A"
"USGS","0208675010",2012-03-05,3.84,"A"
"USGS","0208675010",2012-03-06,1.84,"A"
"USGS","0208675010",2012-03-07,1.34,"A"
"USGS","0208675010",2012-03-08,1.12,"A"
"USGS","0208675010",2012-03-09,4.6,"A"
"USGS","0208675010",2012-03-10,1.64,"A"
"USGS","0208675010",2012-03-11,0.92,"A"
"USGS","0208675010",2012-03-12,0.87,"A"
"USGS","0208675010",2012-03-13,0.9,"A"
"USGS","0208675010",2012-03-14,0.83,"A"
"USGS","0208675010",2012-03-15,0.83,"A"
"USGS","0208675010",2012-03-16,0.64,"A"
"USGS","0208675010",2012-03-17,0.82,"A"
"USGS","0208675010",2012-03-18,7.76,"A"
"USGS","0208675010",2012-03-19,6.96,"A"
"USGS","0208675010",2012-03-20,19.7,"A"
"USGS","0208675010",2012-03-21,9.51,"A"
"USGS","0208675010",2012-03-22,2.11,"A"
"USGS","0208675010",2012-03-23,1.26,"A"
"USGS","0208675010",2012-03-24,56.4,"A"
"USGS","0208675010",2012-03-25,34.8,"A"
"USGS","0208675010",2012-03-26,5.25,"A"
"USGS","0208675010",2012-03-27,2.34,"A"
"USGS","0208675010",2012-03-28,1.51,"A"
"USGS","0208675010",2012-03-29,1.21,"A"
"USGS","0208675010",2012-03-30,1.06,"A"
"USGS","0208675010",2012-03-31,1.63,"A"
"USGS","0208675010",2012-04-01,1.17,"A"
"USGS","0208675010",2012-04-02,0.71,"A"
"USGS","0208675010",2012-04-03,0.67,"A"
"USGS","0208675010",2012-04-04,2.49,"A"
"USGS","0208675010",2012-04-05,1.63,"A"
"USGS","0208675010",2012-04-06,1.73,"A"
"USGS","0208675010",2012-04-07,0.67,"A"
"USGS","0208675010",2012-04-08,0.5,"A"
"USGS","0208675010",2012-04-09,0.44,"A"
"USGS","0208675010",2012-04-10,0.41,"A"
"USGS","0208675010",2012-04-11,0.36,"A"
"USGS","0208675010",2012-04-12,0.36,"A"
"USGS","0208675010",2012-04-13,0.36,"A"
"USGS","0208675010",2012-04-14,0.35,"A"
"USGS","0208675010",2012-04-15,0.35,"A"
"USGS","0208675010",2012-04-16,0.38,"A"
"USGS","0208675010",2012-04-17,0.36,"A"
"USGS","0208675010",2012-04-18,0.5,"A"
"USGS","0208675010",2012-04-19,0.68,"A"
"USGS","0208675010",2012-04-20,0.41,"A"
"USGS","0208675010",2012-04-21,0.49,"A"
"USGS","0208675010",2012-04-22,21.4,"A"
"USGS","0208675010",2012-04-23,7.02,"A"
"USGS","0208675010",2012-04-24,1.32,"A"
"USGS","0208675010",2012-04-25,0.7,"A"
"USGS","0208675010",2012-04-26,12.3,"A"
"USGS","0208675010",2012-04-27,2.52,"A"
"USGS","0208675010",2012-04-28,0.84,"A"
"USGS","0208675010",2012-04-29,0.63,"A"
"USGS","0208675010",2012-04-30,0.73,"A"
"USGS","0208675010",2012-05-01,0.65,"A"
"USGS","0208675010",2012-05-02,0.53,"A"
"USGS","0208675010",2012-05-03,0.35,"A"
"USGS","0208675010",2012-05-04,0.31,"A"
"USGS","0208675010",2012-05-05,22.9,"A"
"USGS","0208675010",2012-05-06,7.49,"A"
"USGS","0208675010",2012-05-07,1.45,"A"
"USGS","0208675010",2012-05-08,0.84,"A"
"USGS","0208675010",2012-05-09,8.6,"A"
"USGS","0208675010",2012-05-10,4.67,"A"
"USGS","0208675010",2012-05-11,1.11,"A"
"USGS","0208675010",2012-05-12,0.66,"A"
"USGS","0208675010",2012-05-13,0.58,"A"
"USGS","0208675010",2012-05-14,16.3,"A"
"USGS","0208675010",2012-05-15,13.4,"A"
"USGS","0208675010",2012-05-16,1.98,"A"
"USGS","0208675010",2012-05-17,1.1,"A"
"USGS","0208675010",2012-05-18,0.73,"A"
"USGS","0208675010",2012-05-19,0.49,"A"
"USGS","0208675010",2012-05-20,0.36,"A"
"USGS","0208675010",2012-05-21,0.36,"A"
"USGS","0208675010",2012-05-22,0.36,"A"
"USGS","0208675010",2012-05-23,18.4,"A"
"USGS","0208675010",2012-05-24,1.79,"A"
"USGS","0208675010",2012-05-25,0.99,"A"
"USGS","0208675010",2012-05-26,0.52,"A"
"USGS","0208675010",2012-05-27,0.44,"A"
"USGS","0208675010",2012-05-28,0.35,"A"
"USGS","0208675010",2012-05-29,0.29,"A"
"USGS","0208675010",2012-05-30,0.62,"A"
"USGS","0208675010",2012-05-31,0.36,"A"
"USGS","0208675010",2012-06-01,2.42,"A"
"USGS","0208675010",2012-06-02,4.87,"A"
"USGS","0208675010",2012-06-03,0.71,"A"
"USGS","0208675010",2012-06-04,0.4,"A"
"USGS","0208675010",2012-06-05,0.33,"A"
"USGS","0208675010",2012-06-06,0.97,"A"
"USGS","0208675010",2012-06-07,0.47,"A"
"USGS","0208675010",2012-06-08,0.3,"A"
"USGS","0208675010",2012-06-09,0.27,"A"
"USGS","0208675010",2012-06-10,0.27,"A"
"USGS","0208675010",2012-06-11,16.8,"A"
"USGS","0208675010",2012-06-12,5.07,"A"
"USGS","0208675010",2012-06-13,44.8,"A"
"USGS","0208675010",2012-06-14,1.45,"A"
"USGS","0208675010",2012-06-15,0.54,"A"
"USGS","0208675010",2012-06-16,0.33,"A"
"USGS","0208675010",2012-06-17,0.29,"A"
"USGS","0208675010",2012-06-18,0.3,"A"
"USGS","0208675010",2012-06-19,0.25,"A"
"USGS","0208675010",2012-06-20,0.23,"A"
"USGS","0208675010",2012-06-21,0.22,"A"
"USGS","0208675010",2012-06-22,2.9,"A"
"USGS","0208675010",2012-06-23,1.99,"A"
"USGS","0208675010",2012-06-24,0.36,"A"
"USGS","0208675010",2012-06-25,0.19,"A"
"USGS","0208675010",2012-06-26,0.12,"A"
"USGS","0208675010",2012-06-27,0.07,"A"
"USGS","0208675010",2012-06-28,0.07,"A"
"USGS","0208675010",2012-06-29,0.07,"A"
"USGS","0208675010",2012-06-30,0.11,"A"
"USGS","0208675010",2012-07-01,0.07,"A"
"USGS","0208675010",2012-07-02,0.05,"A"
"USGS","0208675010",2012-07-03,0.39,"A"
"USGS","0208675010",2012-07-04,0.45,"A"
"USGS","0208675010",2012-07-05,0.07,"A"
"USGS","0208675010",2012-07-06,0.03,"A"
"USGS","0208675010",2012-07-07,0.02,"A"
"USGS","0208675010",2012-07-08,0.02,"A"
"USGS","0208675010",2012-07-09,7.35,"A"
"USGS","0208675010",2012-07-10,49.8,"A"
"USGS","0208675010",2012-07-11,21.4,"A"
"USGS","0208675010",2012-07-12,3.99,"A"
"USGS","0208675010",2012-07-13,0.65,"A"
"USGS","0208675010",2012-07-14,2.08,"A"
"USGS","0208675010",2012-07-15,0.48,"A"
"USGS","0208675010",2012-07-16,0.18,"A"
"USGS","0208675010",2012-07-17,0.16,"A"
"USGS","0208675010",2012-07-18,0.13,"A"
"USGS","0208675010",2012-07-19,0.08,"A"
"USGS","0208675010",2012-07-20,0.04,"A"
"USGS","0208675010",2012-07-21,0.57,"A"
"USGS","0208675010",2012-07-22,1.5,"A"
"USGS","0208675010",2012-07-23,0.3,"A"
"USGS","0208675010",2012-07-24,0.46,"A"
"USGS","0208675010",2012-07-25,0.07,"A"
"USGS","0208675010",2012-07-26,0.1,"A"
"USGS","0208675010",2012-07-27,3.46,"A"
"USGS","0208675010",2012-07-28,8.23,"A"
"USGS","0208675010",2012-07-29,6.69,"A"
"USGS","0208675010",2012-07-30,0.41,"A"
"USGS","0208675010",2012-07-31,0.13,"A"
"USGS","0208675010",2012-08-01,0.07,"A"
"USGS","0208675010",2012-08-02,0.04,"A"
"USGS","0208675010",2012-08-03,0.03,"A"
"USGS","0208675010",2012-08-04,0.02,"A"
"USGS","0208675010",2012-08-05,0.06,"A"
"USGS","0208675010",2012-08-06,0.02,"A"
"USGS","0208675010",2012-08-07,5.27,"A"
"USGS","0208675010",2012-08-08,2,"A"
"USGS","0208675010",2012-08-09,0.37,"A"
"USGS","0208675010",2012-08-10,6.02,"A"
"USGS","0208675010",2012-08-11,23.3,"A"
"USGS","0208675010",2012-08-12,2.9,"A"
"USGS","0208675010",2012-08-13,0.57,"A"
"USGS","0208675010",2012-08-14,0.35,"A"
"USGS","0208675010",2012-08-15,0.27,"A"
"USGS","0208675010",2012-08-16,0.27,"A"
"USGS","0208675010",2012-08-17,0.23,"A"
"USGS","0208675010",2012-08-18,0.2,"A"
"USGS","0208675010",2012-08-19,44.8,"A"
"USGS","0208675010",2012-08-20,4.5,"A"
"USGS","0208675010",2012-08-21,0.85,"A"
"USGS","0208675010",2012-08-22,0.64,"A"
"USGS","0208675010",2012-08-23,0.3,"A"
"USGS","0208675010",2012-08-24,0.16,"A"
"USGS","0208675010",2012-08-25,2.19,"A"
"USGS","0208675010",2012-08-26,0.3,"A"
"USGS","0208675010",2012-08-27,0.17,"A"
"USGS","0208675010",2012-08-28,0.2,"A"
"USGS","0208675010",2012-08-29,0.35,"A"
"USGS","0208675010",2012-08-30,0.11,"A"
"USGS","0208675010",2012-08-31,0.07,"A"
"USGS","0208675010",2012-09-01,0.05,"A"
"USGS","0208675010",2012-09-02,0.06,"A"
"USGS","0208675010",2012-09-03,58,"A"
"USGS","0208675010",2012-09-04,8.4,"A"
"USGS","0208675010",2012-09-05,0.91,"A"
"USGS","0208675010",2012-09-06,25.5,"A"
"USGS","0208675010",2012-09-07,4.96,"A"
"USGS","0208675010",2012-09-08,17.4,"A"
"USGS","0208675010",2012-09-09,5.61,"A"
"USGS","0208675010",2012-09-10,0.47,"A"
"USGS","0208675010",2012-09-11,0.14,"A"
"USGS","0208675010",2012-09-12,0.1,"A"
"USGS","0208675010",2012-09-13,0.06,"A"
"USGS","0208675010",2012-09-14,0.04,"A"
"USGS","0208675010",2012-09-15,0.04,"A"
"USGS","0208675010",2012-09-16,1.6,"A"
"USGS","0208675010",2012-09-17,0.28,"A"
"USGS","0208675010",2012-09-18,80,"A e"
"USGS","0208675010",2012-09-19,42.5,"A e"
"USGS","0208675010",2012-09-20,1.62,"A"
"USGS","0208675010",2012-09-21,0.52,"A"
"USGS","0208675010",2012-09-22,0.27,"A"
"USGS","0208675010",2012-09-23,0.57,"A"
"USGS","0208675010",2012-09-24,0.2,"A"
"USGS","0208675010",2012-09-25,0.2,"A"
"USGS","0208675010",2012-09-26,0.19,"A"
"USGS","0208675010",2012-09-27,0.12,"A"
"USGS","0208675010",2012-09-28,0.14,"A"
"USGS","0208675010",2012-09-29,9.51,"A"
"USGS","0208675010",2012-09-30,3.85,"A"
"USGS","0208675010",2012-10-01,0.74,"A"
"USGS","0208675010",2012-10-02,2.23,"A"
"USGS","0208675010",2012-10-03,0.72,"A"
"USGS","0208675010",2012-10-04,0.34,"A"
"USGS","0208675010",2012-10-05,0.23,"A"
"USGS","0208675010",2012-10-06,0.18,"A"
"USGS","0208675010",2012-10-07,21.4,"A"
"USGS","0208675010",2012-10-08,3.84,"A"
"USGS","0208675010",2012-10-09,2.07,"A"
"USGS","0208675010",2012-10-10,0.89,"A"
"USGS","0208675010",2012-10-11,0.51,"A"
"USGS","0208675010",2012-10-12,0.36,"A"
"USGS","0208675010",2012-10-13,0.3,"A"
"USGS","0208675010",2012-10-14,0.25,"A"
"USGS","0208675010",2012-10-15,2.5,"A"
"USGS","0208675010",2012-10-16,1.05,"A"
"USGS","0208675010",2012-10-17,0.45,"A"
"USGS","0208675010",2012-10-18,0.39,"A"
"USGS","0208675010",2012-10-19,3.68,"A"
"USGS","0208675010",2012-10-20,0.74,"A"
"USGS","0208675010",2012-10-21,0.4,"A"
"USGS","0208675010",2012-10-22,0.33,"A"
"USGS","0208675010",2012-10-23,0.39,"A"
"USGS","0208675010",2012-10-24,0.36,"A"
"USGS","0208675010",2012-10-25,0.72,"A"
"USGS","0208675010",2012-10-26,0.55,"A"
"USGS","0208675010",2012-10-27,1.86,"A"
"USGS","0208675010",2012-10-28,0.46,"A"
"USGS","0208675010",2012-10-29,2.18,"A"
"USGS","0208675010",2012-10-30,3.25,"A"
"USGS","0208675010",2012-10-31,0.56,"A"
"USGS","0208675010",2012-11-01,0.32,"A"
"USGS","0208675010",2012-11-02,0.31,"A"
"USGS","0208675010",2012-11-03,0.35,"A"
"USGS","0208675010",2012-11-04,0.31,"A"
"USGS","0208675010",2012-11-05,0.29,"A"
"USGS","0208675010",2012-11-06,0.33,"A"
"USGS","0208675010",2012-11-07,0.33,"A"
"USGS","0208675010",2012-11-08,0.35,"A"
"USGS","0208675010",2012-11-09,0.38,"A"
"USGS","0208675010",2012-11-10,0.43,"A"
"USGS","0208675010",2012-11-11,0.31,"A"
"USGS","0208675010",2012-11-12,0.32,"A"
"USGS","0208675010",2012-11-13,0.89,"A"
"USGS","0208675010",2012-11-14,0.6,"A"
"USGS","0208675010",2012-11-15,1.16,"A"
"USGS","0208675010",2012-11-16,1.09,"A"
"USGS","0208675010",2012-11-17,0.62,"A"
"USGS","0208675010",2012-11-18,0.56,"A"
"USGS","0208675010",2012-11-19,0.54,"A"
"USGS","0208675010",2012-11-20,0.45,"A"
"USGS","0208675010",2012-11-21,0.44,"A"
"USGS","0208675010",2012-11-22,0.41,"A"
"USGS","0208675010",2012-11-23,0.37,"A"
"USGS","0208675010",2012-11-24,0.33,"A"
"USGS","0208675010",2012-11-25,0.47,"A"
"USGS","0208675010",2012-11-26,0.29,"A"
"USGS","0208675010",2012-11-27,0.34,"A"
"USGS","0208675010",2012-11-28,0.7,"A"
"USGS","0208675010",2012-11-29,0.72,"A"
"USGS","0208675010",2012-11-30,0.68,"A"
"USGS","0208675010",2012-12-01,0.59,"A"
"USGS","0208675010",2012-12-02,0.47,"A"
"USGS","0208675010",2012-12-03,0.42,"A"
"USGS","0208675010",2012-12-04,0.35,"A"
"USGS","0208675010",2012-12-05,0.39,"A"
"USGS","0208675010",2012-12-06,0.25,"A"
"USGS","0208675010",2012-12-07,1.47,"A"
"USGS","0208675010",2012-12-08,0.65,"A"
"USGS","0208675010",2012-12-09,0.51,"A"
"USGS","0208675010",2012-12-10,0.42,"A"
"USGS","0208675010",2012-12-11,0.35,"A"
"USGS","0208675010",2012-12-12,0.35,"A"
"USGS","0208675010",2012-12-13,4.96,"A"
"USGS","0208675010",2012-12-14,0.87,"A"
"USGS","0208675010",2012-12-15,0.49,"A"
"USGS","0208675010",2012-12-16,0.46,"A"
"USGS","0208675010",2012-12-17,5.59,"A"
"USGS","0208675010",2012-12-18,1.16,"A"
"USGS","0208675010",2012-12-19,0.58,"A"
"USGS","0208675010",2012-12-20,0.81,"A"
"USGS","0208675010",2012-12-21,4.74,"A"
"USGS","0208675010",2012-12-22,0.84,"A"
"USGS","0208675010",2012-12-23,0.49,"A"
"USGS","0208675010",2012-12-24,0.43,"A"
"USGS","0208675010",2012-12-25,0.39,"A"
"USGS","0208675010",2012-12-26,112,"A"
"USGS","0208675010",2012-12-27,5.81,"A"
"USGS","0208675010",2012-12-28,1.5,"A"
"USGS","0208675010",2012-12-29,8.47,"A"
"USGS","0208675010",2012-12-30,1.68,"A"
"USGS","0208675010",2012-12-31,0.76,"A"
"USGS","0208675010",2013-01-01,1.14,"A"
"USGS","0208675010",2013-01-02,9.23,"A"
"USGS","0208675010",2013-01-03,1.75,"A"
"USGS","0208675010",2013-01-04,0.81,"A"
"USGS","0208675010",2013-01-05,0.53,"A"
"USGS","0208675010",2013-01-06,0.43,"A"
"USGS","0208675010",2013-01-07,0.38,"A"
"USGS","0208675010",2013-01-08,0.33,"A"
"USGS","0208675010",2013-01-09,0.32,"A"
"USGS","0208675010",2013-01-10,0.31,"A"
"USGS","0208675010",2013-01-11,2.03,"A"
"USGS","0208675010",2013-01-12,0.75,"A"
"USGS","0208675010",2013-01-13,0.47,"A"
"USGS","0208675010",2013-01-14,1.75,"A"
"USGS","0208675010",2013-01-15,2.87,"A"
"USGS","0208675010",2013-01-16,5.03,"A"
"USGS","0208675010",2013-01-17,128,"A"
"USGS","0208675010",2013-01-18,48.7,"A"
"USGS","0208675010",2013-01-19,5.04,"A"
"USGS","0208675010",2013-01-20,2.44,"A"
"USGS","0208675010",2013-01-21,1.37,"A"
"USGS","0208675010",2013-01-22,1.03,"A"
"USGS","0208675010",2013-01-23,0.76,"A"
"USGS","0208675010",2013-01-24,0.68,"A"
"USGS","0208675010",2013-01-25,0.9,"A"
"USGS","0208675010",2013-01-26,2.37,"A"
"USGS","0208675010",2013-01-27,1.43,"A"
"USGS","0208675010",2013-01-28,0.87,"A"
"USGS","0208675010",2013-01-29,0.59,"A"
"USGS","0208675010",2013-01-30,0.65,"A"
"USGS","0208675010",2013-01-31,14.7,"A"
"USGS","0208675010",2013-02-01,1.28,"A"
"USGS","0208675010",2013-02-02,0.63,"A"
"USGS","0208675010",2013-02-03,0.48,"A"
"USGS","0208675010",2013-02-04,0.43,"A"
"USGS","0208675010",2013-02-05,0.43,"A"
"USGS","0208675010",2013-02-06,0.38,"A"
"USGS","0208675010",2013-02-07,3.17,"A"
"USGS","0208675010",2013-02-08,76.3,"A"
"USGS","0208675010",2013-02-09,3.3,"A"
"USGS","0208675010",2013-02-10,1.65,"A"
"USGS","0208675010",2013-02-11,1.77,"A"
"USGS","0208675010",2013-02-12,1.28,"A"
"USGS","0208675010",2013-02-13,14.1,"A"
"USGS","0208675010",2013-02-14,3.02,"A"
"USGS","0208675010",2013-02-15,1.39,"A"
"USGS","0208675010",2013-02-16,11.9,"A"
"USGS","0208675010",2013-02-17,4.46,"A"
"USGS","0208675010",2013-02-18,1.63,"A"
"USGS","0208675010",2013-02-19,4.12,"A"
"USGS","0208675010",2013-02-20,2.38,"A"
"USGS","0208675010",2013-02-21,1.21,"A"
"USGS","0208675010",2013-02-22,4.39,"A"
"USGS","0208675010",2013-02-23,60.4,"A"
"USGS","0208675010",2013-02-24,6.03,"A"
"USGS","0208675010",2013-02-25,2.09,"A"
"USGS","0208675010",2013-02-26,93.6,"A"
