"agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"USGS","0208675010",2010-02-05,173,"A"
"USGS","0208675010",2010-02-06,69.9,"A"
"USGS","0208675010",2010-02-07,6.26,"A"
"USGS","0208675010",2010-02-08,3.98,"A"
"USGS","0208675010",2010-02-09,10.1,"A"
"USGS","0208675010",2010-02-10,5.89,"A"
"USGS","0208675010",2010-02-11,3.44,"A"
"USGS","0208675010",2010-02-12,2.79,"A"
"USGS","0208675010",2010-02-13,3.77,"A"
"USGS","0208675010",2010-02-14,2.87,"A"
"USGS","0208675010",2010-02-15,3,"A"
"USGS","0208675010",2010-02-16,3.11,"A"
"USGS","0208675010",2010-02-17,2.17,"A"
"USGS","0208675010",2010-02-18,2.14,"A"
"USGS","0208675010",2010-02-19,1.64,"A"
"USGS","0208675010",2010-02-20,1.5,"A"
"USGS","0208675010",2010-02-21,1.5,"A"
"USGS","0208675010",2010-02-22,14.8,"A"
"USGS","0208675010",2010-02-23,3.9,"A"
"USGS","0208675010",2010-02-24,7.25,"A"
"USGS","0208675010",2010-02-25,4.93,"A"
"USGS","0208675010",2010-02-26,2.82,"A"
"USGS","0208675010",2010-02-27,2.25,"A"
"USGS","0208675010",2010-02-28,2.03,"A"
"USGS","0208675010",2010-03-01,1.77,"A"
"USGS","0208675010",2010-03-02,1.91,"A"
"USGS","0208675010",2010-03-03,5.84,"A"
"USGS","0208675010",2010-03-04,2.57,"A"
"USGS","0208675010",2010-03-05,1.96,"A"
"USGS","0208675010",2010-03-06,1.51,"A"
"USGS","0208675010",2010-03-07,1.5,"A"
"USGS","0208675010",2010-03-08,1.51,"A"
"USGS","0208675010",2010-03-09,1.51,"A"
"USGS","0208675010",2010-03-10,1.51,"A"
"USGS","0208675010",2010-03-11,4.07,"A"
"USGS","0208675010",2010-03-12,6.24,"A"
"USGS","0208675010",2010-03-13,40.4,"A"
"USGS","0208675010",2010-03-14,11.4,"A"
"USGS","0208675010",2010-03-15,4.13,"A"
"USGS","0208675010",2010-03-16,3,"A e"
"USGS","0208675010",2010-03-17,2.6,"A e"
"USGS","0208675010",2010-03-18,2.3,"A e"
"USGS","0208675010",2010-03-19,2.1,"A e"
"USGS","0208675010",2010-03-20,1.9,"A e"
"USGS","0208675010",2010-03-21,1.7,"A e"
"USGS","0208675010",2010-03-22,2.4,"A e"
"USGS","0208675010",2010-03-23,1.41,"A"
"USGS","0208675010",2010-03-24,1.34,"A"
"USGS","0208675010",2010-03-25,1.26,"A"
"USGS","0208675010",2010-03-26,2.07,"A"
"USGS","0208675010",2010-03-27,1.84,"A"
"USGS","0208675010",2010-03-28,1.26,"A"
"USGS","0208675010",2010-03-29,51,"A"
"USGS","0208675010",2010-03-30,5.32,"A"
"USGS","0208675010",2010-03-31,3.85,"A"
"USGS","0208675010",2010-04-01,3.68,"A"
"USGS","0208675010",2010-04-02,3.72,"A"
"USGS","0208675010",2010-04-03,3.72,"A"
"USGS","0208675010",2010-04-04,3.42,"A"
"USGS","0208675010",2010-04-05,3.46,"A"
"USGS","0208675010",2010-04-06,3.17,"A"
"USGS","0208675010",2010-04-07,2.79,"A"
"USGS","0208675010",2010-04-08,2.54,"A"
"USGS","0208675010",2010-04-09,6.07,"A"
"USGS","0208675010",2010-04-10,2.78,"A"
"USGS","0208675010",2010-04-11,2.37,"A"
"USGS","0208675010",2010-04-12,2.4,"A"
"USGS","0208675010",2010-04-13,2.31,"A"
"USGS","0208675010",2010-04-14,2.2,"A"
"USGS","0208675010",2010-04-15,2.18,"A"
"USGS","0208675010",2010-04-16,2.25,"A"
"USGS","0208675010",2010-04-17,2.04,"A"
"USGS","0208675010",2010-04-18,2.04,"A"
"USGS","0208675010",2010-04-19,2.04,"A"
"USGS","0208675010",2010-04-20,1.74,"A"
"USGS","0208675010",2010-04-21,14.1,"A"
"USGS","0208675010",2010-04-22,2.35,"A"
"USGS","0208675010",2010-04-23,0.88,"A"
"USGS","0208675010",2010-04-24,0.66,"A"
"USGS","0208675010",2010-04-25,3.71,"A"
"USGS","0208675010",2010-04-26,1.34,"A"
"USGS","0208675010",2010-04-27,0.71,"A"
"USGS","0208675010",2010-04-28,0.53,"A"
"USGS","0208675010",2010-04-29,0.47,"A"
"USGS","0208675010",2010-04-30,0.33,"A"
"USGS","0208675010",2010-05-01,0.6,"A"
"USGS","0208675010",2010-05-02,0.34,"A"
"USGS","0208675010",2010-05-03,0.26,"A"
"USGS","0208675010",2010-05-04,0.27,"A"
"USGS","0208675010",2010-05-05,0.27,"A"
"USGS","0208675010",2010-05-06,0.42,"A"
"USGS","0208675010",2010-05-07,1.44,"A"
"USGS","0208675010",2010-05-08,0.28,"A"
"USGS","0208675010",2010-05-09,0.17,"A"
"USGS","0208675010",2010-05-10,0.17,"A"
"USGS","0208675010",2010-05-11,0.19,"A"
"USGS","0208675010",2010-05-12,0.3,"A"
"USGS","0208675010",2010-05-13,0.75,"A"
"USGS","0208675010",2010-05-14,0.23,"A"
"USGS","0208675010",2010-05-15,0.33,"A"
"USGS","0208675010",2010-05-16,4.13,"A"
"USGS","0208675010",2010-05-17,190,"A e"
"USGS","0208675010",2010-05-18,50.8,"A"
"USGS","0208675010",2010-05-19,7.64,"A"
"USGS","0208675010",2010-05-20,7.78,"A"
"USGS","0208675010",2010-05-21,2.34,"A"
"USGS","0208675010",2010-05-22,44.4,"A"
"USGS","0208675010",2010-05-23,36.9,"A"
"USGS","0208675010",2010-05-24,9.1,"A"
"USGS","0208675010",2010-05-25,4.7,"A"
"USGS","0208675010",2010-05-26,2.55,"A"
"USGS","0208675010",2010-05-27,1.61,"A"
"USGS","0208675010",2010-05-28,8,"A e"
"USGS","0208675010",2010-05-29,78,"A e"
"USGS","0208675010",2010-05-30,6.02,"A"
"USGS","0208675010",2010-05-31,3.41,"A"
"USGS","0208675010",2010-06-01,8.96,"A"
"USGS","0208675010",2010-06-02,4.1,"A"
"USGS","0208675010",2010-06-03,2.76,"A"
"USGS","0208675010",2010-06-04,1.63,"A"
"USGS","0208675010",2010-06-05,1.1,"A"
"USGS","0208675010",2010-06-06,0.86,"A"
"USGS","0208675010",2010-06-07,1.82,"A"
"USGS","0208675010",2010-06-08,0.71,"A"
"USGS","0208675010",2010-06-09,0.5,"A"
"USGS","0208675010",2010-06-10,0.51,"A"
"USGS","0208675010",2010-06-11,0.44,"A"
"USGS","0208675010",2010-06-12,3.42,"A"
"USGS","0208675010",2010-06-13,17.4,"A"
"USGS","0208675010",2010-06-14,5.45,"A"
"USGS","0208675010",2010-06-15,1.41,"A"
"USGS","0208675010",2010-06-16,59.5,"A"
"USGS","0208675010",2010-06-17,10.6,"A"
"USGS","0208675010",2010-06-18,2.52,"A"
"USGS","0208675010",2010-06-19,1.26,"A"
"USGS","0208675010",2010-06-20,0.96,"A"
"USGS","0208675010",2010-06-21,0.69,"A"
"USGS","0208675010",2010-06-22,0.48,"A"
"USGS","0208675010",2010-06-23,4.7,"A"
"USGS","0208675010",2010-06-24,1.59,"A"
"USGS","0208675010",2010-06-25,0.89,"A"
"USGS","0208675010",2010-06-26,0.65,"A"
"USGS","0208675010",2010-06-27,0.48,"A"
"USGS","0208675010",2010-06-28,0.34,"A"
"USGS","0208675010",2010-06-29,0.71,"A"
"USGS","0208675010",2010-06-30,0.36,"A"
"USGS","0208675010",2010-07-01,0.34,"A"
"USGS","0208675010",2010-07-02,0.27,"A"
"USGS","0208675010",2010-07-03,0.22,"A"
"USGS","0208675010",2010-07-04,0.2,"A"
"USGS","0208675010",2010-07-05,1.59,"A"
"USGS","0208675010",2010-07-06,3.25,"A"
"USGS","0208675010",2010-07-07,3.08,"A"
"USGS","0208675010",2010-07-08,3.79,"A"
"USGS","0208675010",2010-07-09,6.25,"A"
"USGS","0208675010",2010-07-10,3.36,"A"
"USGS","0208675010",2010-07-11,3.52,"A"
"USGS","0208675010",2010-07-12,3.89,"A"
"USGS","0208675010",2010-07-13,26.7,"A"
"USGS","0208675010",2010-07-14,30.8,"A"
"USGS","0208675010",2010-07-15,2.48,"A"
"USGS","0208675010",2010-07-16,0.9,"A"
"USGS","0208675010",2010-07-17,16.6,"A"
"USGS","0208675010",2010-07-18,19.2,"A"
"USGS","0208675010",2010-07-19,7.75,"A"
"USGS","0208675010",2010-07-20,1.97,"A"
"USGS","0208675010",2010-07-21,2.26,"A"
"USGS","0208675010",2010-07-22,0.65,"A"
"USGS","0208675010",2010-07-23,0.43,"A"
"USGS","0208675010",2010-07-24,0.33,"A"
"USGS","0208675010",2010-07-25,1.58,"A"
"USGS","0208675010",2010-07-26,3.78,"A"
"USGS","0208675010",2010-07-27,6.05,"A"
"USGS","0208675010",2010-07-28,2.79,"A"
"USGS","0208675010",2010-07-29,0.77,"A"
"USGS","0208675010",2010-07-30,5.75,"A"
"USGS","0208675010",2010-07-31,1.08,"A"
"USGS","0208675010",2010-08-01,3.37,"A"
"USGS","0208675010",2010-08-02,1.02,"A"
"USGS","0208675010",2010-08-03,0.61,"A"
"USGS","0208675010",2010-08-04,0.56,"A"
"USGS","0208675010",2010-08-05,10.6,"A"
"USGS","0208675010",2010-08-06,7.55,"A"
"USGS","0208675010",2010-08-07,1.14,"A"
"USGS","0208675010",2010-08-08,0.59,"A"
"USGS","0208675010",2010-08-09,0.36,"A"
"USGS","0208675010",2010-08-10,0.27,"A"
"USGS","0208675010",2010-08-11,0.28,"A"
"USGS","0208675010",2010-08-12,0.73,"A"
"USGS","0208675010",2010-08-13,0.29,"A"
"USGS","0208675010",2010-08-14,1.44,"A"
"USGS","0208675010",2010-08-15,0.28,"A"
"USGS","0208675010",2010-08-16,0.23,"A"
"USGS","0208675010",2010-08-17,0.14,"A"
"USGS","0208675010",2010-08-18,0.06,"A"
"USGS","0208675010",2010-08-19,27.2,"A"
"USGS","0208675010",2010-08-20,12,"A"
"USGS","0208675010",2010-08-21,1.18,"A"
"USGS","0208675010",2010-08-22,16.8,"A"
"USGS","0208675010",2010-08-23,41.5,"A"
"USGS","0208675010",2010-08-24,9.45,"A"
"USGS","0208675010",2010-08-25,5.27,"A"
"USGS","0208675010",2010-08-26,1.74,"A"
"USGS","0208675010",2010-08-27,0.79,"A"
"USGS","0208675010",2010-08-28,0.54,"A"
"USGS","0208675010",2010-08-29,0.36,"A"
"USGS","0208675010",2010-08-30,0.35,"A"
"USGS","0208675010",2010-08-31,0.27,"A"
"USGS","0208675010",2010-09-01,0.21,"A"
"USGS","0208675010",2010-09-02,0.19,"A"
"USGS","0208675010",2010-09-03,0.17,"A"
"USGS","0208675010",2010-09-04,0.12,"A"
"USGS","0208675010",2010-09-05,0.12,"A"
"USGS","0208675010",2010-09-06,0.12,"A"
"USGS","0208675010",2010-09-07,0.13,"A"
"USGS","0208675010",2010-09-08,0.14,"A"
"USGS","0208675010",2010-09-09,0.11,"A"
"USGS","0208675010",2010-09-10,0.05,"A"
"USGS","0208675010",2010-09-11,0.03,"A"
"USGS","0208675010",2010-09-12,0.2,"A"
"USGS","0208675010",2010-09-13,0.05,"A"
"USGS","0208675010",2010-09-14,0.06,"A"
"USGS","0208675010",2010-09-15,0.04,"A"
"USGS","0208675010",2010-09-16,0.1,"A"
"USGS","0208675010",2010-09-17,0.09,"A"
"USGS","0208675010",2010-09-18,0.07,"A"
"USGS","0208675010",2010-09-19,0.25,"A"
"USGS","0208675010",2010-09-20,0.23,"A"
"USGS","0208675010",2010-09-21,0.17,"A"
"USGS","0208675010",2010-09-22,0.17,"A"
"USGS","0208675010",2010-09-23,1.24,"A"
"USGS","0208675010",2010-09-24,0.28,"A"
"USGS","0208675010",2010-09-25,0.36,"A"
"USGS","0208675010",2010-09-26,3.1,"A"
"USGS","0208675010",2010-09-27,39.9,"A"
"USGS","0208675010",2010-09-28,20,"A"
"USGS","0208675010",2010-09-29,29.9,"A"
"USGS","0208675010",2010-09-30,150,"A"
"USGS","0208675010",2010-10-01,6.72,"A"
"USGS","0208675010",2010-10-02,2.31,"A"
"USGS","0208675010",2010-10-03,1.13,"A"
"USGS","0208675010",2010-10-04,0.75,"A"
"USGS","0208675010",2010-10-05,1.45,"A"
"USGS","0208675010",2010-10-06,0.54,"A"
"USGS","0208675010",2010-10-07,0.42,"A"
"USGS","0208675010",2010-10-08,0.36,"A"
"USGS","0208675010",2010-10-09,0.32,"A"
"USGS","0208675010",2010-10-10,0.27,"A"
"USGS","0208675010",2010-10-11,0.27,"A"
"USGS","0208675010",2010-10-12,0.27,"A"
"USGS","0208675010",2010-10-13,0.24,"A"
"USGS","0208675010",2010-10-14,37.3,"A"
"USGS","0208675010",2010-10-15,4.17,"A"
"USGS","0208675010",2010-10-16,1.21,"A"
"USGS","0208675010",2010-10-17,0.7,"A"
"USGS","0208675010",2010-10-18,0.52,"A"
"USGS","0208675010",2010-10-19,0.43,"A"
"USGS","0208675010",2010-10-20,0.44,"A"
"USGS","0208675010",2010-10-21,0.52,"A"
"USGS","0208675010",2010-10-22,0.39,"A"
"USGS","0208675010",2010-10-23,0.31,"A"
"USGS","0208675010",2010-10-24,0.28,"A"
"USGS","0208675010",2010-10-25,1.38,"A"
"USGS","0208675010",2010-10-26,11.6,"A"
"USGS","0208675010",2010-10-27,2.56,"A"
"USGS","0208675010",2010-10-28,7.69,"A"
"USGS","0208675010",2010-10-29,1.39,"A"
"USGS","0208675010",2010-10-30,0.83,"A"
"USGS","0208675010",2010-10-31,0.54,"A"
"USGS","0208675010",2010-11-01,0.44,"A"
"USGS","0208675010",2010-11-02,0.32,"A"
"USGS","0208675010",2010-11-03,0.27,"A"
"USGS","0208675010",2010-11-04,10.4,"A"
"USGS","0208675010",2010-11-05,3.95,"A"
"USGS","0208675010",2010-11-06,1.51,"A"
"USGS","0208675010",2010-11-07,0.83,"A"
"USGS","0208675010",2010-11-08,0.54,"A"
"USGS","0208675010",2010-11-09,0.43,"A"
"USGS","0208675010",2010-11-10,0.45,"A"
"USGS","0208675010",2010-11-11,0.36,"A"
"USGS","0208675010",2010-11-12,0.28,"A"
"USGS","0208675010",2010-11-13,0.28,"A"
"USGS","0208675010",2010-11-14,0.26,"A"
"USGS","0208675010",2010-11-15,0.27,"A"
"USGS","0208675010",2010-11-16,0.88,"A"
"USGS","0208675010",2010-11-17,4,"A"
"USGS","0208675010",2010-11-18,0.88,"A"
"USGS","0208675010",2010-11-19,0.56,"A"
"USGS","0208675010",2010-11-20,0.44,"A"
"USGS","0208675010",2010-11-21,0.38,"A"
"USGS","0208675010",2010-11-22,0.36,"A"
"USGS","0208675010",2010-11-23,0.37,"A"
"USGS","0208675010",2010-11-24,0.39,"A"
"USGS","0208675010",2010-11-25,0.36,"A"
"USGS","0208675010",2010-11-26,0.51,"A"
"USGS","0208675010",2010-11-27,0.7,"A"
"USGS","0208675010",2010-11-28,0.39,"A"
"USGS","0208675010",2010-11-29,0.37,"A"
"USGS","0208675010",2010-11-30,0.4,"A"
"USGS","0208675010",2010-12-01,6.94,"A"
"USGS","0208675010",2010-12-02,1.18,"A"
"USGS","0208675010",2010-12-03,0.47,"A"
"USGS","0208675010",2010-12-04,1.08,"A"
"USGS","0208675010",2010-12-05,1.63,"A"
"USGS","0208675010",2010-12-06,0.62,"A"
"USGS","0208675010",2010-12-07,0.41,"A"
"USGS","0208675010",2010-12-08,0.26,"A"
"USGS","0208675010",2010-12-09,0.2,"A"
"USGS","0208675010",2010-12-10,0.35,"A"
"USGS","0208675010",2010-12-11,1,"A"
"USGS","0208675010",2010-12-12,4.67,"A"
"USGS","0208675010",2010-12-13,2.01,"A"
"USGS","0208675010",2010-12-14,0.78,"A"
"USGS","0208675010",2010-12-15,0.34,"A"
"USGS","0208675010",2010-12-16,15,"A"
"USGS","0208675010",2010-12-17,8.88,"A"
"USGS","0208675010",2010-12-18,2.93,"A"
"USGS","0208675010",2010-12-19,1.85,"A"
"USGS","0208675010",2010-12-20,1.21,"A"
"USGS","0208675010",2010-12-21,0.71,"A"
"USGS","0208675010",2010-12-22,0.59,"A"
"USGS","0208675010",2010-12-23,0.51,"A"
"USGS","0208675010",2010-12-24,0.48,"A"
"USGS","0208675010",2010-12-25,0.4,"A"
"USGS","0208675010",2010-12-26,4.69,"A"
"USGS","0208675010",2010-12-27,2.26,"A"
"USGS","0208675010",2010-12-28,1.23,"A"
"USGS","0208675010",2010-12-29,1.01,"A"
"USGS","0208675010",2010-12-30,1.02,"A"
"USGS","0208675010",2010-12-31,0.81,"A"
"USGS","0208675010",2011-01-01,2.28,"A"
"USGS","0208675010",2011-01-02,6.62,"A"
"USGS","0208675010",2011-01-03,2.61,"A"
"USGS","0208675010",2011-01-04,1.33,"A"
"USGS","0208675010",2011-01-05,1.01,"A"
"USGS","0208675010",2011-01-06,1.68,"A"
"USGS","0208675010",2011-01-07,1.02,"A"
"USGS","0208675010",2011-01-08,1.29,"A"
"USGS","0208675010",2011-01-09,0.85,"A"
"USGS","0208675010",2011-01-10,0.65,"A"
"USGS","0208675010",2011-01-11,2,"A"
"USGS","0208675010",2011-01-12,1.51,"A"
"USGS","0208675010",2011-01-13,0.98,"A"
"USGS","0208675010",2011-01-14,0.74,"A"
"USGS","0208675010",2011-01-15,0.61,"A"
"USGS","0208675010",2011-01-16,0.59,"A"
"USGS","0208675010",2011-01-17,0.62,"A"
"USGS","0208675010",2011-01-18,1.9,"A"
"USGS","0208675010",2011-01-19,0.98,"A"
"USGS","0208675010",2011-01-20,0.65,"A"
"USGS","0208675010",2011-01-21,0.77,"A"
"USGS","0208675010",2011-01-22,0.91,"A"
"USGS","0208675010",2011-01-23,0.79,"A"
"USGS","0208675010",2011-01-24,0.74,"A"
"USGS","0208675010",2011-01-25,0.53,"A"
"USGS","0208675010",2011-01-26,17.3,"A"
"USGS","0208675010",2011-01-27,4.62,"A"
"USGS","0208675010",2011-01-28,2.18,"A"
"USGS","0208675010",2011-01-29,1.56,"A"
"USGS","0208675010",2011-01-30,1.21,"A"
"USGS","0208675010",2011-01-31,0.76,"A"
"USGS","0208675010",2011-02-01,0.68,"A"
"USGS","0208675010",2011-02-02,3.07,"A"
"USGS","0208675010",2011-02-03,1.51,"A"
"USGS","0208675010",2011-02-04,7.07,"A"
"USGS","0208675010",2011-02-05,68.2,"A"
"USGS","0208675010",2011-02-06,7.45,"A"
"USGS","0208675010",2011-02-07,3.48,"A"
"USGS","0208675010",2011-02-08,2.44,"A"
"USGS","0208675010",2011-02-09,1.7,"A"
"USGS","0208675010",2011-02-10,1.15,"A"
"USGS","0208675010",2011-02-11,0.85,"A"
"USGS","0208675010",2011-02-12,0.73,"A"
"USGS","0208675010",2011-02-13,0.61,"A"
"USGS","0208675010",2011-02-14,0.58,"A"
"USGS","0208675010",2011-02-15,0.84,"A"
"USGS","0208675010",2011-02-16,0.66,"A"
"USGS","0208675010",2011-02-17,0.59,"A"
"USGS","0208675010",2011-02-18,0.59,"A"
"USGS","0208675010",2011-02-19,0.54,"A"
"USGS","0208675010",2011-02-20,0.47,"A"
"USGS","0208675010",2011-02-21,0.47,"A"
"USGS","0208675010",2011-02-22,0.47,"A"
"USGS","0208675010",2011-02-23,0.58,"A"
"USGS","0208675010",2011-02-24,0.67,"A"
"USGS","0208675010",2011-02-25,1.29,"A"
"USGS","0208675010",2011-02-26,0.67,"A"
"USGS","0208675010",2011-02-27,0.55,"A"
"USGS","0208675010",2011-02-28,16.4,"A"
"USGS","0208675010",2011-03-01,9.82,"A"
"USGS","0208675010",2011-03-02,2.34,"A"
"USGS","0208675010",2011-03-03,1.42,"A"
"USGS","0208675010",2011-03-04,0.95,"A"
"USGS","0208675010",2011-03-05,0.76,"A"
"USGS","0208675010",2011-03-06,10.8,"A"
"USGS","0208675010",2011-03-07,6.64,"A"
"USGS","0208675010",2011-03-08,2.03,"A"
"USGS","0208675010",2011-03-09,2.44,"A"
"USGS","0208675010",2011-03-10,15.7,"A"
"USGS","0208675010",2011-03-11,4.32,"A"
"USGS","0208675010",2011-03-12,1.58,"A"
"USGS","0208675010",2011-03-13,1.03,"A"
"USGS","0208675010",2011-03-14,0.73,"A"
"USGS","0208675010",2011-03-15,0.28,"A"
"USGS","0208675010",2011-03-16,4.43,"A"
"USGS","0208675010",2011-03-17,1.17,"A"
"USGS","0208675010",2011-03-18,0.78,"A"
"USGS","0208675010",2011-03-19,0.72,"A"
"USGS","0208675010",2011-03-20,0.58,"A"
"USGS","0208675010",2011-03-21,0.47,"A"
"USGS","0208675010",2011-03-22,0.9,"A"
"USGS","0208675010",2011-03-23,1.68,"A"
"USGS","0208675010",2011-03-24,23.5,"A"
"USGS","0208675010",2011-03-25,2.71,"A"
"USGS","0208675010",2011-03-26,2.66,"A"
"USGS","0208675010",2011-03-27,14.1,"A"
"USGS","0208675010",2011-03-28,3.88,"A"
"USGS","0208675010",2011-03-29,2.12,"A"
"USGS","0208675010",2011-03-30,35.2,"A"
"USGS","0208675010",2011-03-31,8.96,"A"
"USGS","0208675010",2011-04-01,4.06,"A"
"USGS","0208675010",2011-04-02,2.29,"A"
"USGS","0208675010",2011-04-03,1.43,"A"
"USGS","0208675010",2011-04-04,1.28,"A"
"USGS","0208675010",2011-04-05,8,"A"
"USGS","0208675010",2011-04-06,2.03,"A"
"USGS","0208675010",2011-04-07,1.03,"A"
"USGS","0208675010",2011-04-08,0.82,"A"
"USGS","0208675010",2011-04-09,10.4,"A"
"USGS","0208675010",2011-04-10,13.6,"A"
"USGS","0208675010",2011-04-11,2.51,"A"
"USGS","0208675010",2011-04-12,1.76,"A"
"USGS","0208675010",2011-04-13,1.82,"A"
"USGS","0208675010",2011-04-14,1.03,"A"
"USGS","0208675010",2011-04-15,0.84,"A"
"USGS","0208675010",2011-04-16,35.1,"A"
"USGS","0208675010",2011-04-17,7.64,"A"
"USGS","0208675010",2011-04-18,2.12,"A"
"USGS","0208675010",2011-04-19,1.23,"A"
"USGS","0208675010",2011-04-20,0.88,"A"
"USGS","0208675010",2011-04-21,0.73,"A"
"USGS","0208675010",2011-04-22,4.92,"A"
"USGS","0208675010",2011-04-23,4.08,"A"
"USGS","0208675010",2011-04-24,1.31,"A"
"USGS","0208675010",2011-04-25,0.82,"A"
"USGS","0208675010",2011-04-26,0.98,"A"
"USGS","0208675010",2011-04-27,2.99,"A"
"USGS","0208675010",2011-04-28,3.49,"A"
"USGS","0208675010",2011-04-29,1.12,"A"
"USGS","0208675010",2011-04-30,0.61,"A"
"USGS","0208675010",2011-05-01,0.52,"A"
"USGS","0208675010",2011-05-02,0.42,"A"
"USGS","0208675010",2011-05-03,0.41,"A"
"USGS","0208675010",2011-05-04,31.6,"A"
"USGS","0208675010",2011-05-05,2.76,"A"
"USGS","0208675010",2011-05-06,3.33,"A"
"USGS","0208675010",2011-05-07,2.84,"A"
"USGS","0208675010",2011-05-08,2.44,"A"
"USGS","0208675010",2011-05-09,1.08,"A"
"USGS","0208675010",2011-05-10,0.81,"A"
"USGS","0208675010",2011-05-11,2.45,"A"
"USGS","0208675010",2011-05-12,4.18,"A"
"USGS","0208675010",2011-05-13,4.3,"A"
"USGS","0208675010",2011-05-14,22.6,"A"
"USGS","0208675010",2011-05-15,5.24,"A"
"USGS","0208675010",2011-05-16,1.99,"A"
"USGS","0208675010",2011-05-17,1.93,"A"
"USGS","0208675010",2011-05-18,3.07,"A"
"USGS","0208675010",2011-05-19,0.87,"A"
"USGS","0208675010",2011-05-20,0.67,"A"
"USGS","0208675010",2011-05-21,0.54,"A"
"USGS","0208675010",2011-05-22,1.2,"A"
"USGS","0208675010",2011-05-23,1.37,"A"
"USGS","0208675010",2011-05-24,0.59,"A"
"USGS","0208675010",2011-05-25,0.48,"A"
"USGS","0208675010",2011-05-26,0.45,"A"
"USGS","0208675010",2011-05-27,135,"A e"
"USGS","0208675010",2011-05-28,19.5,"A"
"USGS","0208675010",2011-05-29,3.01,"A"
"USGS","0208675010",2011-05-30,1.49,"A"
"USGS","0208675010",2011-05-31,1.12,"A"
"USGS","0208675010",2011-06-01,0.73,"A"
"USGS","0208675010",2011-06-02,0.71,"A"
"USGS","0208675010",2011-06-03,0.38,"A"
"USGS","0208675010",2011-06-04,0.3,"A"
"USGS","0208675010",2011-06-05,0.27,"A"
"USGS","0208675010",2011-06-06,0.24,"A"
"USGS","0208675010",2011-06-07,0.2,"A"
"USGS","0208675010",2011-06-08,0.2,"A"
"USGS","0208675010",2011-06-09,0.18,"A"
"USGS","0208675010",2011-06-10,0.3,"A"
"USGS","0208675010",2011-06-11,6.25,"A"
"USGS","0208675010",2011-06-12,3.71,"A"
"USGS","0208675010",2011-06-13,1.67,"A"
"USGS","0208675010",2011-06-14,0.38,"A"
"USGS","0208675010",2011-06-15,0.38,"A"
"USGS","0208675010",2011-06-16,0.27,"A"
"USGS","0208675010",2011-06-17,0.46,"A"
"USGS","0208675010",2011-06-18,0.42,"A"
"USGS","0208675010",2011-06-19,0.34,"A"
"USGS","0208675010",2011-06-20,0.44,"A"
"USGS","0208675010",2011-06-21,0.43,"A"
"USGS","0208675010",2011-06-22,0.36,"A"
"USGS","0208675010",2011-06-23,0.61,"A"
"USGS","0208675010",2011-06-24,0.39,"A"
"USGS","0208675010",2011-06-25,0.17,"A"
"USGS","0208675010",2011-06-26,0.2,"A"
"USGS","0208675010",2011-06-27,0.19,"A"
"USGS","0208675010",2011-06-28,8.96,"A"
"USGS","0208675010",2011-06-29,10.1,"A"
"USGS","0208675010",2011-06-30,0.89,"A"
"USGS","0208675010",2011-07-01,0.44,"A"
"USGS","0208675010",2011-07-02,0.28,"A"
"USGS","0208675010",2011-07-03,0.2,"A"
"USGS","0208675010",2011-07-04,80,"A e"
"USGS","0208675010",2011-07-05,12.5,"A"
"USGS","0208675010",2011-07-06,2.93,"A"
"USGS","0208675010",2011-07-07,2.31,"A"
"USGS","0208675010",2011-07-08,55,"A e"
"USGS","0208675010",2011-07-09,23.5,"A"
"USGS","0208675010",2011-07-10,2.52,"A"
"USGS","0208675010",2011-07-11,1.1,"A"
"USGS","0208675010",2011-07-12,1.33,"A"
"USGS","0208675010",2011-07-13,0.73,"A"
"USGS","0208675010",2011-07-14,0.36,"A"
"USGS","0208675010",2011-07-15,0.23,"A"
"USGS","0208675010",2011-07-16,0.2,"A"
"USGS","0208675010",2011-07-17,0.22,"A"
"USGS","0208675010",2011-07-18,0.19,"A"
"USGS","0208675010",2011-07-19,0.15,"A"
"USGS","0208675010",2011-07-20,0.09,"A"
"USGS","0208675010",2011-07-21,0.08,"A"
"USGS","0208675010",2011-07-22,0.12,"A"
"USGS","0208675010",2011-07-23,0.07,"A"
"USGS","0208675010",2011-07-24,0.05,"A"
"USGS","0208675010",2011-07-25,0.17,"A"
"USGS","0208675010",2011-07-26,0.18,"A"
"USGS","0208675010",2011-07-27,0.07,"A"
"USGS","0208675010",2011-07-28,0.08,"A"
"USGS","0208675010",2011-07-29,0.05,"A"
"USGS","0208675010",2011-07-30,0.08,"A"
"USGS","0208675010",2011-07-31,1.33,"A"
"USGS","0208675010",2011-08-01,0.26,"A"
"USGS","0208675010",2011-08-02,0.09,"A"
"USGS","0208675010",2011-08-03,0.04,"A"
"USGS","0208675010",2011-08-04,0.04,"A"
"USGS","0208675010",2011-08-05,0.02,"A"
"USGS","0208675010",2011-08-06,8.18,"A"
"USGS","0208675010",2011-08-07,0.64,"A"
"USGS","0208675010",2011-08-08,0.44,"A"
"USGS","0208675010",2011-08-09,0.36,"A"
"USGS","0208675010",2011-08-10,0.24,"A"
"USGS","0208675010",2011-08-11,0.2,"A"
"USGS","0208675010",2011-08-12,0.2,"A"
"USGS","0208675010",2011-08-13,7.94,"A"
"USGS","0208675010",2011-08-14,1.39,"A"
"USGS","0208675010",2011-08-15,0.41,"A"
"USGS","0208675010",2011-08-16,0.18,"A"
"USGS","0208675010",2011-08-17,0.09,"A"
